【 文献号 】1-60【原文出处】毛泽东思想研究【原刊地名】成都【原刊期号】199601【原刊页号】43-45,50【分 类 号】K1【分 类 名】历史学【 作  者 】王子今【复印期号】199606【 标  题 】毛泽东的历史观对中国史学研究的影响【 正  文 】    历史学对于马克思主义理论体系的构成有十分重要的意义。
0	 ATT	 38	 ﻿	 v
3	 SBV	 23	 吴晗	 nh
4	 ADV	 23	 在	 p
5	 WP	 7	 《	 wp
6	 ATT	 7	 朱元璋	 nh
7	 ATT	 10	 传	 n
8	 WP	 7	 》	 wp
9	 ATT	 10	 1965年	 nt
10	 ATT	 12	 版	 n
11	 RAD	 10	 的	 u
12	 ATT	 13	 序言	 n
13	 POB	 4	 中	 nd
14	 ADV	 23	 专门	 d
15	 ADV	 23	 为	 p
16	 WP	 21	 “	 wp
17	 ATT	 21	 自己	 r
18	 ATT	 21	 当时	 nt
19	 RAD	 18	 的	 u
20	 ATT	 21	 超阶级	 b
21	 POB	 15	 思想	 n
22	 WP	 21	 ”	 wp
23	 HED	 -1	 作	 v
24	 RAD	 23	 了	 u
25	 VOB	 23	 自我批评	 n
26	 WP	 23	 。	 wp

〔18〕然而这种从所谓阶级分析的原则出发，先成立论点，再寻找史料证据的作法，一时形成风气，毕竟对史学研究的科学性产生了消极的影响。
0	 WP	 1	 〔	 wp
1	 ADV	 11	 18	 m
2	 WP	 11	 〕	 wp
3	 ADV	 11	 然而	 c
4	 ATT	 10	 这种	 r
5	 ADV	 8	 从	 p
6	 ATT	 7	 所谓	 v
7	 POB	 5	 阶级	 n
8	 ATT	 10	 分析	 v
9	 RAD	 8	 的	 u
10	 ADV	 11	 原则	 n
11	 HED	 -1	 出发	 v
12	 WP	 11	 ，	 wp
13	 ADV	 14	 先	 d
14	 COO	 11	 成立	 v
15	 VOB	 14	 论点	 n
16	 WP	 11	 ，	 wp
17	 ADV	 18	 再	 d
18	 COO	 11	 寻找	 v
19	 ATT	 20	 史料	 n
20	 ATT	 22	 证据	 n
21	 RAD	 20	 的	 u
22	 VOB	 18	 作法	 n
23	 WP	 11	 ，	 wp
24	 ADV	 25	 一时	 nt
25	 COO	 11	 形成	 v
26	 VOB	 25	 风气	 n
27	 WP	 11	 ，	 wp
28	 ADV	 34	 毕竟	 d
29	 ADV	 34	 对	 p
30	 ATT	 31	 史学	 n
31	 ATT	 33	 研究	 v
32	 RAD	 31	 的	 u
33	 POB	 29	 科学性	 n
34	 COO	 11	 产生	 v
35	 RAD	 34	 了	 u
36	 ADV	 38	 消极	 a
37	 RAD	 36	 的	 u
38	 VOB	 34	 影响	 v
39	 WP	 11	 。	 wp

    历史研究受现实政治的干预，历史研究服务了现实政治，都容易导致其结论的非客观性和非科学性，出现背离历史真实的偏见。
0	 ATT	 1	 历史	 n
1	 HED	 -1	 研究	 v
2	 COO	 1	 受	 v
3	 ATT	 4	 现实	 n
4	 ATT	 6	 政治	 n
5	 RAD	 4	 的	 u
6	 VOB	 2	 干预	 v
7	 WP	 2	 ，	 wp
8	 ATT	 9	 历史	 n
9	 COO	 2	 研究	 v
10	 COO	 9	 服务	 v
11	 RAD	 9	 了	 u
12	 ATT	 13	 现实	 a
13	 VOB	 9	 政治	 n
14	 WP	 2	 ，	 wp
15	 ADV	 16	 都	 d
16	 ADV	 17	 容易	 a
17	 COO	 2	 导致	 v
18	 ATT	 19	 其	 r
19	 VOB	 17	 结论	 n
20	 RAD	 17	 的	 u
21	 COO	 2	 非客观性	 b
22	 LAD	 23	 和	 c
23	 COO	 21	 非科学性	 b
24	 WP	 1	 ，	 wp
25	 COO	 1	 出现	 v
26	 ATT	 30	 背离	 v
27	 SBV	 28	 历史	 n
28	 ATT	 30	 真实	 a
29	 RAD	 28	 的	 u
30	 VOB	 25	 偏见	 n
31	 WP	 1	 。	 wp

    毛泽东曾经倡导的促进学术进步的百家争鸣的方针，是首先就历史学研究而提出来的。
0	 SBV	 2	 毛泽东	 nh
1	 ADV	 2	 曾经	 d
2	 ATT	 10	 倡导	 v
3	 RAD	 2	 的	 u
4	 ATT	 10	 促进	 v
5	 SBV	 6	 学术	 n
6	 VOB	 4	 进步	 v
7	 RAD	 4	 的	 u
8	 ATT	 10	 百家争鸣	 i
9	 RAD	 8	 的	 u
10	 SBV	 12	 方针	 n
11	 WP	 10	 ，	 wp
12	 HED	 -1	 是	 v
13	 ADV	 16	 首先	 d
14	 ADV	 16	 就	 p
15	 POB	 14	 历史学	 n
16	 VOB	 12	 研究	 v
17	 ADV	 18	 而	 c
18	 COO	 16	 提	 v
19	 CMP	 18	 出来	 v
20	 RAD	 16	 的	 u
21	 WP	 12	 。	 wp

1953年10月，中共中央成立历史问题研究委员会，并讨论科学院增设两个历史研究所、出版历史刊物及其他与加强历史研究有关的事项，当时向毛泽东请示工作方针，毛泽东提出百家争鸣。
0	 ATT	 1	 1953年	 nt
1	 ADV	 4	 10月	 nt
2	 WP	 1	 ，	 wp
3	 SBV	 4	 中共中央	 ni
4	 HED	 -1	 成立	 v
5	 ATT	 6	 历史	 n
6	 FOB	 7	 问题	 n
7	 VOB	 4	 研究	 v
8	 VOB	 7	 委员会	 n
9	 WP	 7	 ，	 wp
10	 ADV	 11	 并	 c
11	 COO	 7	 讨论	 v
12	 VOB	 11	 科学院	 n
13	 VOB	 11	 增设	 v
14	 ATT	 15	 两	 m
15	 ATT	 17	 个	 q
16	 ATT	 17	 历史	 n
17	 VOB	 13	 研究所	 n
18	 WP	 21	 、	 wp
19	 ATT	 20	 出版	 v
20	 ATT	 21	 历史	 n
21	 COO	 17	 刊物	 n
22	 LAD	 30	 及	 c
23	 ATT	 30	 其他	 r
24	 ADV	 28	 与	 c
25	 POB	 24	 加强	 v
26	 ATT	 27	 历史	 n
27	 VOB	 25	 研究	 v
28	 ATT	 30	 有关	 v
29	 RAD	 28	 的	 u
30	 COO	 17	 事项	 n
31	 WP	 4	 ，	 wp
32	 ADV	 35	 当时	 nt
33	 ADV	 35	 向	 p
34	 POB	 33	 毛泽东	 nh
35	 COO	 4	 请示	 v
36	 ATT	 37	 工作	 v
37	 VOB	 35	 方针	 n
38	 WP	 4	 ，	 wp
39	 SBV	 40	 毛泽东	 nh
40	 COO	 4	 提出	 v
41	 VOB	 40	 百家争鸣	 i
42	 WP	 4	 。	 wp

对于具体的学术争论，毛泽东往往支持不同意见的提出，对于自己“无多研究”的学术问题，亦明确表示“不敢有所论列”，以为“问题还在争论中，由我插入一手，似乎也不适宜”〔19〕。
0	 ADV	 8	 对于	 p
1	 ATT	 3	 具体	 a
2	 RAD	 1	 的	 u
3	 SBV	 4	 学术	 n
4	 POB	 0	 争论	 v
5	 WP	 0	 ，	 wp
6	 SBV	 8	 毛泽东	 nh
7	 ADV	 8	 往往	 d
8	 HED	 -1	 支持	 v
9	 ATT	 10	 不同	 a
10	 ADV	 12	 意见	 n
11	 RAD	 10	 的	 u
12	 VOB	 8	 提出	 v
13	 WP	 12	 ，	 wp
14	 ADV	 27	 对于	 p
15	 ATT	 23	 自己	 r
16	 WP	 17	 “	 wp
17	 ATT	 23	 无	 v
18	 ADV	 19	 多	 a
19	 VOB	 17	 研究	 v
20	 WP	 17	 ”	 wp
21	 RAD	 17	 的	 u
22	 ATT	 23	 学术	 n
23	 POB	 14	 问题	 n
24	 WP	 14	 ，	 wp
25	 ADV	 27	 亦	 d
26	 ADV	 27	 明确	 a
27	 VOB	 12	 表示	 v
28	 WP	 32	 “	 wp
29	 ADV	 30	 不	 d
30	 ADV	 32	 敢	 v
31	 ADV	 32	 有所	 v
32	 VOB	 27	 论列	 v
33	 WP	 12	 ”	 wp
34	 WP	 8	 ，	 wp
35	 COO	 8	 以为	 v
36	 WP	 39	 “	 wp
37	 SBV	 39	 问题	 n
38	 ADV	 39	 还	 d
39	 ADV	 45	 在	 p
40	 ATT	 41	 争论	 v
41	 VOB	 39	 中	 nd
42	 WP	 39	 ，	 wp
43	 ADV	 45	 由	 p
44	 POB	 43	 我	 r
45	 VOB	 35	 插入	 v
46	 VOB	 45	 一手	 n
47	 WP	 8	 ，	 wp
48	 ADV	 51	 似乎	 d
49	 ADV	 51	 也	 d
50	 ADV	 51	 不	 d
51	 COO	 8	 适宜	 v
52	 WP	 51	 ”	 wp
53	 WP	 8	 〔	 wp
54	 ATT	 55	 19	 m
55	 DBL	 8	 〕	 q
56	 WP	 8	 。	 wp

毛泽东主张：“争论是应该有的”，“笔墨官司，有比无好”，〔20〕，基于这一原则而形成的生动活泼的学术空气，当然是有益于历史学的健康发展的。
0	 SBV	 1	 毛泽东	 nh
1	 HED	 -1	 主张	 v
2	 WP	 1	 ：	 wp
3	 WP	 5	 “	 wp
4	 SBV	 5	 争论	 v
5	 VOB	 1	 是	 v
6	 ADV	 7	 应该	 v
7	 VOB	 5	 有的	 r
8	 WP	 5	 ”	 wp
9	 WP	 5	 ，	 wp
10	 WP	 11	 “	 wp
11	 SBV	 13	 笔墨官司	 n
12	 WP	 11	 ，	 wp
13	 COO	 5	 有	 v
14	 ADV	 16	 比	 p
15	 POB	 14	 无	 v
16	 VOB	 13	 好	 a
17	 WP	 5	 ”	 wp
18	 WP	 5	 ，	 wp
19	 WP	 5	 〔	 wp
20	 ATT	 21	 20	 m
21	 FOB	 5	 〕	 q
22	 WP	 5	 ，	 wp
23	 ADV	 28	 基于	 p
24	 ATT	 25	 这	 r
25	 ATT	 26	 一	 m
26	 POB	 23	 原则	 n
27	 ADV	 28	 而	 c
28	 ATT	 34	 形成	 v
29	 RAD	 28	 的	 u
30	 ATT	 34	 生动	 a
31	 COO	 30	 活泼	 a
32	 RAD	 30	 的	 u
33	 ATT	 34	 学术	 n
34	 COO	 5	 空气	 n
35	 WP	 5	 ，	 wp
36	 ADV	 37	 当然	 d
37	 COO	 5	 是	 v
38	 ADV	 43	 有益	 a
39	 CMP	 38	 于	 p
40	 POB	 39	 历史学	 n
41	 RAD	 38	 的	 u
42	 COO	 38	 健康	 a
43	 VOB	 37	 发展	 v
44	 RAD	 43	 的	 u
45	 WP	 1	 。	 wp

不过，由于“自身讨论”，实际上有时只有相对的意义，政治生活中长期占据主导地位的“左”的倾向的影响，难免出现限制“自身讨论”的种种禁区，有时又被利用以攻击学术争论的对方。
0	 ADV	 11	 不过	 c
1	 WP	 0	 ，	 wp
2	 ADV	 11	 由于	 c
3	 WP	 5	 “	 wp
4	 SBV	 5	 自身	 r
5	 POB	 2	 讨论	 v
6	 WP	 5	 ”	 wp
7	 WP	 2	 ，	 wp
8	 ADV	 11	 实际上	 d
9	 ADV	 11	 有时	 d
10	 ADV	 11	 只	 d
11	 HED	 -1	 有	 v
12	 ATT	 14	 相对	 b
13	 RAD	 12	 的	 u
14	 VOB	 11	 意义	 n
15	 WP	 11	 ，	 wp
16	 SBV	 17	 政治	 n
17	 ATT	 27	 生活	 v
18	 SBV	 19	 中长期	 j
19	 ATT	 27	 占据	 v
20	 ATT	 21	 主导	 n
21	 VOB	 19	 地位	 n
22	 RAD	 19	 的	 u
23	 WP	 24	 “	 wp
24	 ATT	 27	 左	 a
25	 WP	 24	 ”	 wp
26	 RAD	 24	 的	 u
27	 ATT	 29	 倾向	 n
28	 RAD	 27	 的	 u
29	 COO	 11	 影响	 v
30	 WP	 11	 ，	 wp
31	 ADV	 32	 难免	 v
32	 COO	 11	 出现	 v
33	 ATT	 40	 限制	 v
34	 WP	 36	 “	 wp
35	 SBV	 36	 自身	 r
36	 VOB	 33	 讨论	 v
37	 WP	 36	 ”	 wp
38	 RAD	 33	 的	 u
39	 ATT	 40	 种种	 q
40	 VOB	 32	 禁区	 n
41	 WP	 11	 ，	 wp
42	 ADV	 45	 有时	 d
43	 ADV	 45	 又	 d
44	 ADV	 45	 被	 p
45	 COO	 11	 利用	 v
46	 ADV	 49	 以	 p
47	 POB	 46	 攻击	 v
48	 VOB	 47	 学术	 n
49	 ATT	 51	 争论	 v
50	 RAD	 49	 的	 u
51	 VOB	 45	 对方	 n
52	 WP	 11	 。	 wp

这显然又是不利于百家争鸣的。
0	 SBV	 3	 这	 r
1	 ADV	 3	 显然	 a
2	 ADV	 3	 又	 d
3	 HED	 -1	 是	 v
4	 ADV	 5	 不	 d
5	 VOB	 3	 利于	 v
6	 VOB	 5	 百家争鸣	 i
7	 RAD	 5	 的	 u
8	 WP	 3	 。	 wp

    注释：    〔1〕马克思和恩格斯：《德意志意识形态》， 《马克思恩格斯选集》第1卷，第21页。
0	 HED	 -1	 注释	 v
1	 WP	 0	 ：	 wp
2	 WP	 3	 〔	 wp
3	 ATT	 19	 1	 m
4	 WP	 19	 〕	 wp
5	 SBV	 19	 马克思	 nh
6	 LAD	 7	 和	 c
7	 COO	 5	 恩格斯	 nh
8	 WP	 7	 ：	 wp
9	 WP	 11	 《	 wp
10	 ATT	 11	 德意志	 ns
11	 COO	 7	 意识形态	 i
12	 WP	 11	 》	 wp
13	 WP	 5	 ，	 wp
14	 WP	 16	 《	 wp
15	 ATT	 16	 马克思恩格斯	 nh
16	 ATT	 19	 选集	 n
17	 WP	 16	 》	 wp
18	 ATT	 19	 第1	 m
19	 VOB	 0	 卷	 q
20	 WP	 19	 ，	 wp
21	 ATT	 22	 第21	 m
22	 COO	 19	 页	 q
23	 WP	 0	 。	 wp

    〔2〕恩格斯：“英国状况》，《马克思恩格斯全集》第1卷， 第650页。
0	 WP	 1	 〔	 wp
1	 ATT	 15	 2	 m
2	 WP	 15	 〕	 wp
3	 SBV	 15	 恩格斯	 nh
4	 WP	 3	 ：	 wp
5	 WP	 7	 “	 wp
6	 ATT	 7	 英国	 ns
7	 COO	 3	 状况	 n
8	 WP	 3	 》	 wp
9	 WP	 3	 ，	 wp
10	 WP	 12	 《	 wp
11	 ATT	 12	 马克思恩格斯	 nh
12	 ATT	 15	 全集	 n
13	 WP	 12	 》	 wp
14	 ATT	 15	 第1	 m
15	 HED	 -1	 卷	 q
16	 WP	 15	 ，	 wp
17	 ATT	 18	 第650	 m
18	 COO	 15	 页	 q
19	 WP	 15	 。	 wp

    〔3〕恩格斯：《卡尔·马克思》，《马克思恩格斯选集》第3卷，第40—41页。
0	 WP	 1	 〔	 wp
1	 ATT	 14	 3	 m
2	 WP	 14	 〕	 wp
3	 ATT	 11	 恩格斯	 nh
4	 WP	 3	 ：	 wp
5	 WP	 6	 《	 wp
6	 COO	 3	 卡尔·马克思	 nh
7	 WP	 6	 》	 wp
8	 WP	 3	 ，	 wp
9	 WP	 11	 《	 wp
10	 ATT	 11	 马克思恩格斯	 nh
11	 ATT	 14	 选集	 n
12	 WP	 11	 》	 wp
13	 ATT	 14	 第3	 m
14	 HED	 -1	 卷	 q
15	 WP	 14	 ，	 wp
16	 ATT	 19	 第40	 m
17	 WP	 18	 —	 wp
18	 COO	 16	 41	 m
19	 COO	 14	 页	 q
20	 WP	 14	 。	 wp

    〔4〕《毛泽东选集》，第2卷第533、534页。
0	 WP	 13	 〔	 wp
1	 ATT	 2	 4	 m
2	 ATT	 5	 〕	 q
3	 WP	 5	 《	 wp
4	 ATT	 5	 毛泽东	 nh
5	 ATT	 9	 选集	 n
6	 WP	 5	 》	 wp
7	 WP	 5	 ，	 wp
8	 ATT	 9	 第2	 m
9	 ATT	 10	 卷	 q
10	 ATT	 13	 第533	 m
11	 WP	 12	 、	 wp
12	 COO	 10	 534	 m
13	 HED	 -1	 页	 q
14	 WP	 13	 。	 wp

    〔5〕《新民学会资料》，人民出版社1980年版，第162页。
0	 WP	 15	 〔	 wp
1	 ATT	 2	 5	 m
2	 ATT	 10	 〕	 q
3	 WP	 6	 《	 wp
4	 ATT	 5	 新民	 nz
5	 ATT	 6	 学会	 n
6	 ATT	 10	 资料	 n
7	 WP	 6	 》	 wp
8	 WP	 6	 ，	 wp
9	 ATT	 10	 人民	 n
10	 ATT	 15	 出版社	 n
11	 ATT	 12	 1980年	 nt
12	 ATT	 15	 版	 n
13	 WP	 12	 ，	 wp
14	 ATT	 15	 第162	 m
15	 HED	 -1	 页	 q
16	 WP	 15	 。	 wp

    〔6〕《中国现代思想史论》，东方出版社1987年版，第168页。
0	 WP	 16	 〔	 wp
1	 ATT	 2	 6	 m
2	 ATT	 7	 〕	 q
3	 WP	 7	 《	 wp
4	 ATT	 6	 中国	 ns
5	 ATT	 6	 现代	 nt
6	 ATT	 7	 思想	 n
7	 ATT	 11	 史论	 n
8	 WP	 7	 》	 wp
9	 WP	 7	 ，	 wp
10	 ATT	 11	 东方	 nl
11	 ATT	 13	 出版社	 n
12	 ATT	 13	 1987年	 nt
13	 ATT	 16	 版	 n
14	 WP	 13	 ，	 wp
15	 ATT	 16	 第168	 m
16	 HED	 -1	 页	 q
17	 WP	 16	 。	 wp

    〔7〕李锐：《庐山会议实录》，春秋出版社、 湖南教育出版社1989年版，第12页。
0	 WP	 21	 〔	 wp
1	 ATT	 2	 7	 m
2	 ATT	 21	 〕	 q
3	 ATT	 12	 李锐	 nh
4	 WP	 3	 ：	 wp
5	 WP	 8	 《	 wp
6	 ATT	 7	 庐山	 ns
7	 ATT	 8	 会议	 n
8	 COO	 3	 实录	 n
9	 WP	 3	 》	 wp
10	 WP	 3	 ，	 wp
11	 ATT	 12	 春秋	 nt
12	 SBV	 21	 出版社	 n
13	 WP	 18	 、	 wp
14	 ATT	 16	 湖南	 ns
15	 ATT	 16	 教育	 v
16	 ATT	 18	 出版社	 n
17	 ATT	 18	 1989年	 nt
18	 COO	 12	 版	 n
19	 WP	 12	 ，	 wp
20	 ATT	 21	 第12	 m
21	 HED	 -1	 页	 q
22	 WP	 21	 。	 wp

    〔8〕〔10〕〔12〕〔13〕〔14〕〔17〕〔19〕〔20 〕《毛泽东书信选集》，第136、163、230—231、147—148、386、310、544、602页。
0	 WP	 2	 〔	 wp
1	 ATT	 2	 8	 m
2	 HED	 -1	 〕	 q
3	 WP	 5	 〔	 wp
4	 ATT	 5	 10	 m
5	 COO	 2	 〕	 q
6	 WP	 8	 〔	 wp
7	 ATT	 8	 12	 m
8	 COO	 2	 〕	 q
9	 WP	 11	 〔	 wp
10	 ATT	 11	 13	 m
11	 COO	 2	 〕	 q
12	 WP	 14	 〔	 wp
13	 ATT	 14	 14	 m
14	 COO	 2	 〕	 q
15	 WP	 17	 〔	 wp
16	 ATT	 17	 17	 m
17	 COO	 2	 〕	 q
18	 WP	 20	 〔	 wp
19	 ATT	 20	 19	 m
20	 COO	 2	 〕	 q
21	 WP	 23	 〔	 wp
22	 ATT	 23	 20	 m
23	 COO	 2	 〕	 q
24	 WP	 27	 《	 wp
25	 ATT	 26	 毛泽东	 nh
26	 ATT	 27	 书信	 n
27	 ATT	 49	 选集	 n
28	 WP	 27	 》	 wp
29	 WP	 27	 ，	 wp
30	 ATT	 49	 第136	 m
31	 WP	 32	 、	 wp
32	 COO	 30	 163	 m
33	 WP	 34	 、	 wp
34	 COO	 30	 230	 m
35	 WP	 36	 —	 wp
36	 COO	 30	 231	 m
37	 WP	 38	 、	 wp
38	 COO	 36	 147	 m
39	 WP	 40	 —	 wp
40	 COO	 36	 148	 m
41	 WP	 42	 、	 wp
42	 COO	 36	 386	 m
43	 WP	 44	 、	 wp
44	 COO	 42	 310	 m
45	 WP	 46	 、	 wp
46	 COO	 42	 544	 m
47	 WP	 48	 、	 wp
48	 COO	 42	 602	 m
49	 COO	 2	 页	 q
50	 WP	 2	 。	 wp

    〔9〕《毛泽东的读书生活》，三联书店1986年版，第258—259 页。
0	 WP	 18	 〔	 wp
1	 ATT	 2	 9	 m
2	 ATT	 13	 〕	 q
3	 WP	 13	 《	 wp
4	 SBV	 6	 毛泽东	 nh
5	 RAD	 4	 的	 u
6	 ATT	 13	 读书	 v
7	 COO	 6	 生活	 v
8	 WP	 7	 》	 wp
9	 WP	 6	 ，	 wp
10	 ATT	 11	 三联	 nz
11	 ATT	 13	 书店	 n
12	 ATT	 13	 1986年	 nt
13	 SBV	 18	 版	 n
14	 WP	 13	 ，	 wp
15	 ATT	 18	 第258	 m
16	 WP	 17	 —	 wp
17	 COO	 15	 259	 m
18	 HED	 -1	 页	 q
19	 WP	 18	 。	 wp

    〔11〕《广州农民运动讲习所文献资料》，广东省委党史研究委员会办公室、毛泽东同志主办农民运动讲习所旧址纪念馆1983年版，第99页。
0	 WP	 2	 〔	 wp
1	 ATT	 2	 11	 m
2	 ATT	 6	 〕	 q
3	 WP	 6	 《	 wp
4	 ATT	 5	 广州	 ns
5	 SBV	 6	 农民	 n
6	 HED	 -1	 运动	 v
7	 ATT	 10	 讲习	 v
8	 COO	 7	 所	 u
9	 ATT	 10	 文献	 n
10	 VOB	 6	 资料	 n
11	 WP	 10	 》	 wp
12	 WP	 6	 ，	 wp
13	 ATT	 14	 广东	 ns
14	 ATT	 15	 省委	 n
15	 FOB	 16	 党史	 n
16	 COO	 6	 研究	 v
17	 ATT	 18	 委员会	 n
18	 VOB	 16	 办公室	 n
19	 WP	 22	 、	 wp
20	 ATT	 21	 毛泽东	 nh
21	 SBV	 22	 同志	 n
22	 COO	 16	 主办	 v
23	 SBV	 24	 农民	 n
24	 ATT	 28	 运动	 v
25	 COO	 24	 讲习	 v
26	 POB	 24	 所	 u
27	 ATT	 28	 旧址	 n
28	 ATT	 30	 纪念馆	 n
29	 ATT	 30	 1983年	 nt
30	 VOB	 22	 版	 n
31	 WP	 16	 ，	 wp
32	 ATT	 33	 第99	 m
33	 COO	 16	 页	 q
34	 WP	 6	 。	 wp

    〔15〕《毛泽东选集》第4卷第1487页。
0	 WP	 10	 〔	 wp
1	 ATT	 2	 15	 m
2	 ATT	 5	 〕	 q
3	 WP	 5	 《	 wp
4	 ATT	 5	 毛泽东	 nh
5	 ATT	 8	 选集	 n
6	 WP	 5	 》	 wp
7	 ATT	 8	 第4	 m
8	 ATT	 10	 卷	 q
9	 ATT	 10	 第1487	 m
10	 HED	 -1	 页	 q
11	 WP	 10	 。	 wp

    〔16〕《毛泽东选集》，第5卷第46—47页。
0	 WP	 13	 〔	 wp
1	 ATT	 2	 16	 m
2	 ATT	 5	 〕	 q
3	 WP	 5	 《	 wp
4	 ATT	 5	 毛泽东	 nh
5	 ATT	 9	 选集	 n
6	 WP	 5	 》	 wp
7	 WP	 5	 ，	 wp
8	 ATT	 9	 第5	 m
9	 ATT	 10	 卷	 q
10	 ATT	 13	 第46	 m
11	 WP	 12	 —	 wp
12	 COO	 10	 47	 m
13	 HED	 -1	 页	 q
14	 WP	 13	 。	 wp

    〔18〕吴晗：《朱元璋传》，三联书店1965年版，第3页。
0	 WP	 1	 〔	 wp
1	 ATT	 16	 18	 m
2	 WP	 16	 〕	 wp
3	 ATT	 13	 吴晗	 nh
4	 WP	 3	 ：	 wp
5	 WP	 7	 《	 wp
6	 ATT	 7	 朱元璋	 nh
7	 COO	 3	 传	 n
8	 WP	 7	 》	 wp
9	 WP	 3	 ，	 wp
10	 ATT	 11	 三联	 nz
11	 ATT	 13	 书店	 n
12	 ATT	 13	 1965年	 nt
13	 ATT	 16	 版	 n
14	 WP	 13	 ，	 wp
15	 ATT	 16	 第3	 m
16	 HED	 -1	 页	 q
17	 WP	 16	 。	 wp

                                  （作者单位：中共中央党校）                                   （责任编辑：徐黎）＊             。
0	 WP	 2	 （	 wp
1	 ATT	 2	 作者	 n
2	 HED	 -1	 单位	 n
3	 WP	 2	 ：	 wp
4	 ATT	 5	 中共中央	 ni
5	 COO	 2	 党校	 n
6	 WP	 5	 ）	 wp
7	 WP	 9	 （	 wp
8	 ATT	 9	 责任	 n
9	 COO	 2	 编辑	 n
10	 WP	 9	 ：	 wp
11	 COO	 2	 徐黎	 nh
12	 WP	 11	 ）	 wp
13	 WP	 11	 ＊	 wp
14	 WP	 11	 。	 wp

