             。
0	 HED	 -1	 。	 wp
18	 ADV	 19	 就	 d
19	 HED	 -1	 如同	 v
20	 ATT	 21	 苏哈托	 nh
21	 ATT	 22	 家族	 n
22	 SBV	 26	 经济	 n
23	 ADV	 26	 也	 d
24	 ADV	 25	 并	 d
25	 ADV	 26	 不	 d
26	 VOB	 19	 合法	 a
27	 RAD	 19	 一样	 u
28	 WP	 19	 ，	 wp
29	 ADV	 36	 但	 c
30	 ADV	 36	 由于	 c
31	 ATT	 32	 社会	 n
32	 ATT	 33	 政治	 n
33	 ATT	 34	 经济	 n
34	 ATT	 36	 关系	 n
35	 RAD	 34	 的	 u
36	 COO	 19	 影响	 v
37	 WP	 19	 ，	 wp
38	 FOB	 41	 制度	 n
39	 ADV	 41	 往往	 d
40	 ADV	 41	 被	 p
41	 COO	 19	 扭曲	 v
42	 RAD	 41	 了	 u
43	 WP	 41	 ，	 wp
44	 ADV	 45	 非	 d
45	 COO	 41	 制度化	 v
46	 RAD	 45	 的	 u
47	 COO	 41	 运作	 v
48	 COO	 47	 取代	 v
49	 RAD	 48	 了	 u
50	 COO	 48	 制度化	 v
51	 RAD	 48	 的	 u
52	 COO	 47	 运作	 v
53	 WP	 19	 。	 wp

            管理模式的得失    东亚的经济管理模式是家族管理方式与西方管理方式的结合，各国和地区基本都是如此。
0	 ATT	 3	 管理	 v
1	 VOB	 0	 模式	 n
2	 RAD	 0	 的	 u
3	 ATT	 4	 得失	 n
4	 ATT	 6	 东亚	 ns
5	 RAD	 4	 的	 u
6	 FOB	 7	 经济	 n
7	 SBV	 9	 管理	 v
8	 VOB	 7	 模式	 n
9	 HED	 -1	 是	 v
10	 ATT	 12	 家族	 n
11	 ATT	 12	 管理	 v
12	 SBV	 18	 方式	 n
13	 ADV	 15	 与	 p
14	 POB	 13	 西方	 nl
15	 SBV	 18	 管理	 v
16	 VOB	 15	 方式	 n
17	 RAD	 15	 的	 u
18	 VOB	 9	 结合	 v
19	 WP	 9	 ，	 wp
20	 ATT	 23	 各国	 r
21	 LAD	 22	 和	 c
22	 COO	 20	 地区	 n
23	 SBV	 25	 基本	 a
24	 ADV	 25	 都	 d
25	 COO	 9	 是	 v
26	 VOB	 25	 如此	 r
27	 WP	 9	 。	 wp

韩国、日本、台湾、新加坡都存在着家族式的管理，甚至香港也有一定的家族色彩。
0	 SBV	 8	 韩国	 ns
1	 WP	 2	 、	 wp
2	 COO	 0	 日本	 ns
3	 WP	 4	 、	 wp
4	 COO	 0	 台湾	 ns
5	 WP	 6	 、	 wp
6	 COO	 0	 新加坡	 ns
7	 ADV	 8	 都	 d
8	 HED	 -1	 存在	 v
9	 RAD	 8	 着	 u
10	 FOB	 12	 家族式	 b
11	 RAD	 10	 的	 u
12	 VOB	 8	 管理	 v
13	 WP	 8	 ，	 wp
14	 ADV	 17	 甚至	 c
15	 SBV	 17	 香港	 ns
16	 ADV	 17	 也	 d
17	 COO	 8	 有	 v
18	 ATT	 21	 一定	 b
19	 RAD	 18	 的	 u
20	 ATT	 21	 家族	 n
21	 VOB	 17	 色彩	 n
22	 WP	 8	 。	 wp

印尼、马来西亚、菲律宾和泰国的华人在当地的经济中起着重要的作用，在他们的企业中也都保留着家族式管理方式。
0	 ATT	 8	 印尼	 ns
1	 WP	 2	 、	 wp
2	 COO	 0	 马来西亚	 ns
3	 WP	 4	 、	 wp
4	 COO	 0	 菲律宾	 ns
5	 LAD	 6	 和	 c
6	 COO	 0	 泰国	 ns
7	 RAD	 0	 的	 u
8	 SBV	 14	 华人	 n
9	 ADV	 14	 在	 p
10	 ATT	 12	 当地	 nl
11	 RAD	 10	 的	 u
12	 ATT	 13	 经济	 n
13	 POB	 9	 中	 nd
14	 HED	 -1	 起	 v
15	 RAD	 14	 着	 u
16	 ATT	 18	 重要	 a
17	 RAD	 16	 的	 u
18	 VOB	 14	 作用	 n
19	 WP	 14	 ，	 wp
20	 ADV	 27	 在	 p
21	 ATT	 23	 他们	 r
22	 RAD	 21	 的	 u
23	 ATT	 24	 企业	 n
24	 POB	 20	 中	 nd
25	 ADV	 27	 也	 d
26	 ADV	 27	 都	 d
27	 COO	 14	 保留	 v
28	 RAD	 27	 着	 u
29	 FOB	 30	 家族式	 b
30	 ATT	 31	 管理	 v
31	 VOB	 27	 方式	 n
32	 WP	 14	 。	 wp

即使那些受伊斯兰教和佛教文化影响的国家，其传统的经济管理方式也是家族化的，与儒家管理模式大同小异。
0	 ADV	 2	 即使	 c
1	 SBV	 2	 那些	 r
2	 HED	 -1	 受	 v
3	 SBV	 7	 伊斯兰教	 nz
4	 LAD	 5	 和	 c
5	 COO	 3	 佛教	 nz
6	 COO	 3	 文化	 n
7	 ATT	 9	 影响	 v
8	 RAD	 7	 的	 u
9	 VOB	 2	 国家	 n
10	 WP	 2	 ，	 wp
11	 ATT	 16	 其	 r
12	 ATT	 16	 传统	 n
13	 RAD	 12	 的	 u
14	 FOB	 15	 经济	 n
15	 ATT	 16	 管理	 v
16	 SBV	 18	 方式	 n
17	 ADV	 18	 也	 d
18	 COO	 2	 是	 v
19	 VOB	 18	 家族化	 v
20	 RAD	 19	 的	 u
21	 WP	 2	 ，	 wp
22	 ADV	 26	 与	 p
23	 FOB	 24	 儒家	 n
24	 POB	 22	 管理	 v
25	 VOB	 24	 模式	 n
26	 COO	 2	 大同小异	 i
27	 WP	 2	 。	 wp

这种儒式管理模式在东亚资本主义发展的初期起了重要的作用，可以说从19世纪到20世纪80年代它都发挥了积极的作用，这是历史的浓重的一笔，难以抹煞。
0	 ATT	 3	 这种	 r
1	 FOB	 2	 儒式	 b
2	 ATT	 3	 管理	 v
3	 SBV	 10	 模式	 n
4	 ADV	 10	 在	 p
5	 ATT	 6	 东亚	 ns
6	 SBV	 7	 资本主义	 n
7	 ATT	 9	 发展	 v
8	 RAD	 7	 的	 u
9	 POB	 4	 初期	 nd
10	 HED	 -1	 起	 v
11	 RAD	 10	 了	 u
12	 ATT	 14	 重要	 a
13	 RAD	 12	 的	 u
14	 VOB	 10	 作用	 n
15	 WP	 10	 ，	 wp
16	 ADV	 17	 可以	 v
17	 ADV	 28	 说	 v
18	 ADV	 21	 从	 p
19	 ATT	 20	 19	 m
20	 POB	 18	 世纪	 n
21	 ADV	 28	 到	 p
22	 ATT	 23	 20	 m
23	 POB	 21	 世纪	 n
24	 ATT	 25	 80	 m
25	 COO	 23	 年代	 n
26	 SBV	 28	 它	 r
27	 ADV	 28	 都	 d
28	 COO	 10	 发挥	 v
29	 RAD	 28	 了	 u
30	 ATT	 32	 积极	 a
31	 RAD	 30	 的	 u
32	 VOB	 28	 作用	 n
33	 WP	 10	 ，	 wp
34	 SBV	 35	 这	 r
35	 COO	 10	 是	 v
36	 ATT	 41	 历史	 n
37	 RAD	 36	 的	 u
38	 ATT	 41	 浓重	 a
39	 RAD	 38	 的	 u
40	 ATT	 41	 一	 m
41	 VOB	 35	 笔	 q
42	 WP	 35	 ，	 wp
43	 ADV	 44	 难以	 d
44	 COO	 35	 抹煞	 v
45	 WP	 10	 。	 wp

但另一方面，资本主义伦理与儒家伦理毕竟有很大的差异，因此，资本主义的发展在更大程度上是靠资本主义的管理方式发展的，并且，随着资本主义的发展，儒家管理方式的作用是呈递减趋势的。
0	 ADV	 9	 但	 c
1	 ADV	 9	 另一方面	 c
2	 WP	 1	 ，	 wp
3	 ATT	 4	 资本主义	 n
4	 SBV	 9	 伦理	 n
5	 ADV	 9	 与	 p
6	 ATT	 7	 儒家	 n
7	 POB	 5	 伦理	 n
8	 ADV	 9	 毕竟	 d
9	 HED	 -1	 有	 v
10	 ADV	 11	 很	 d
11	 ATT	 13	 大	 a
12	 RAD	 11	 的	 u
13	 VOB	 9	 差异	 n
14	 WP	 9	 ，	 wp
15	 ADV	 25	 因此	 c
16	 WP	 15	 ，	 wp
17	 ATT	 19	 资本主义	 n
18	 RAD	 17	 的	 u
19	 SBV	 25	 发展	 v
20	 ADV	 25	 在	 p
21	 ADV	 22	 更	 d
22	 ATT	 23	 大	 a
23	 ATT	 24	 程度	 n
24	 POB	 20	 上	 nd
25	 COO	 9	 是	 v
26	 ADV	 31	 靠	 p
27	 ATT	 29	 资本主义	 n
28	 RAD	 27	 的	 u
29	 ATT	 30	 管理	 v
30	 POB	 26	 方式	 n
31	 VOB	 25	 发展	 v
32	 RAD	 31	 的	 u
33	 WP	 25	 ，	 wp
34	 ADV	 46	 并且	 c
35	 WP	 34	 ，	 wp
36	 ADV	 46	 随着	 p
37	 ATT	 39	 资本主义	 n
38	 RAD	 37	 的	 u
39	 POB	 36	 发展	 v
40	 WP	 36	 ，	 wp
41	 FOB	 42	 儒家	 n
42	 ATT	 45	 管理	 v
43	 VOB	 42	 方式	 n
44	 RAD	 42	 的	 u
45	 SBV	 46	 作用	 n
46	 COO	 25	 是	 v
47	 VOB	 46	 呈	 v
48	 ATT	 49	 递减	 v
49	 VOB	 47	 趋势	 n
50	 RAD	 47	 的	 u
51	 WP	 9	 。	 wp

东亚的问题是，当它的经济奇迹出现时，当它的资本主义市场经济发展到较高级阶段时，本应该积极改进它的管理方式，进一步摆脱传统的儒家管理方式，推进现代管理方式，但它没有，而是误以为这是儒家伦理的复兴，是儒式管理的成功。
0	 ATT	 2	 东亚	 ns
1	 RAD	 0	 的	 u
2	 SBV	 3	 问题	 n
3	 HED	 -1	 是	 v
4	 WP	 3	 ，	 wp
5	 ADV	 61	 当	 p
6	 ATT	 9	 它	 r
7	 RAD	 6	 的	 u
8	 ATT	 9	 经济	 n
9	 SBV	 10	 奇迹	 n
10	 ATT	 11	 出现	 v
11	 POB	 5	 时	 n
12	 WP	 5	 ，	 wp
13	 ADV	 28	 当	 p
14	 ATT	 17	 它	 r
15	 RAD	 14	 的	 u
16	 ATT	 17	 资本主义	 n
17	 SBV	 18	 市场经济	 n
18	 ATT	 23	 发展	 v
19	 CMP	 18	 到	 v
20	 ADV	 21	 较	 d
21	 ATT	 22	 高级	 a
22	 POB	 19	 阶段	 n
23	 POB	 13	 时	 n
24	 WP	 13	 ，	 wp
25	 ADV	 26	 本	 d
26	 ADV	 28	 应该	 v
27	 ADV	 28	 积极	 a
28	 SBV	 61	 改进	 v
29	 ATT	 32	 它	 r
30	 RAD	 29	 的	 u
31	 ATT	 32	 管理	 v
32	 VOB	 28	 方式	 n
33	 WP	 28	 ，	 wp
34	 ADV	 35	 进一步	 d
35	 COO	 28	 摆脱	 v
36	 ATT	 40	 传统	 n
37	 RAD	 36	 的	 u
38	 FOB	 39	 儒家	 n
39	 ATT	 40	 管理	 v
40	 VOB	 35	 方式	 n
41	 WP	 28	 ，	 wp
42	 COO	 28	 推进	 v
43	 ADV	 44	 现代	 nt
44	 ATT	 45	 管理	 v
45	 VOB	 42	 方式	 n
46	 WP	 28	 ，	 wp
47	 ADV	 49	 但	 c
48	 SBV	 49	 它	 r
49	 COO	 28	 没有	 v
50	 WP	 28	 ，	 wp
51	 ADV	 53	 而是	 c
52	 ADV	 53	 误	 d
53	 COO	 28	 以为	 v
54	 SBV	 55	 这	 r
55	 VOB	 53	 是	 v
56	 ATT	 57	 儒家	 n
57	 ATT	 59	 伦理	 n
58	 RAD	 57	 的	 u
59	 VOB	 55	 复兴	 v
60	 WP	 28	 ，	 wp
61	 COO	 3	 是	 v
62	 FOB	 63	 儒式	 b
63	 ATT	 65	 管理	 v
64	 RAD	 63	 的	 u
65	 VOB	 61	 成功	 a
66	 WP	 3	 。	 wp

因此，尽管东亚采取的是现代西方的管理方式，但由于它们没有完全摆脱传统的管理方式，从而出现了问题。
0	 ADV	 6	 因此	 c
1	 WP	 0	 ，	 wp
2	 ADV	 6	 尽管	 c
3	 SBV	 4	 东亚	 ns
4	 SBV	 6	 采取	 v
5	 RAD	 4	 的	 u
6	 HED	 -1	 是	 v
7	 ATT	 11	 现代	 nt
8	 ATT	 11	 西方	 nl
9	 RAD	 8	 的	 u
10	 ATT	 11	 管理	 v
11	 VOB	 6	 方式	 n
12	 WP	 6	 ，	 wp
13	 ADV	 16	 但	 c
14	 ADV	 16	 由于	 c
15	 SBV	 16	 它们	 r
16	 COO	 6	 没有	 d
17	 ADV	 18	 完全	 a
18	 VOB	 16	 摆脱	 v
19	 ATT	 22	 传统	 n
20	 RAD	 19	 的	 u
21	 ATT	 22	 管理	 v
22	 VOB	 18	 方式	 n
23	 WP	 18	 ，	 wp
24	 ADV	 25	 从而	 c
25	 COO	 18	 出现	 v
26	 RAD	 25	 了	 u
27	 VOB	 25	 问题	 n
28	 WP	 6	 。	 wp

只是当危机发生后，李光耀才说儒家伦理不应该用在经济和公共部门的管理上，只应在个人交往中遵守。
0	 ADV	 3	 只是	 c
1	 ADV	 3	 当	 v
2	 SBV	 3	 危机	 n
3	 ATT	 4	 发生	 v
4	 ADV	 8	 后	 nd
5	 WP	 4	 ，	 wp
6	 SBV	 8	 李光耀	 nh
7	 ADV	 8	 才	 d
8	 HED	 -1	 说	 v
9	 ATT	 10	 儒家	 n
10	 SBV	 13	 伦理	 n
11	 ADV	 12	 不	 d
12	 ADV	 13	 应该	 v
13	 VOB	 8	 用	 v
14	 CMP	 13	 在	 p
15	 ATT	 20	 经济	 n
16	 LAD	 18	 和	 c
17	 ATT	 18	 公共	 b
18	 COO	 15	 部门	 n
19	 RAD	 15	 的	 u
20	 ATT	 21	 管理	 v
21	 POB	 14	 上	 nd
22	 WP	 13	 ，	 wp
23	 ADV	 24	 只	 d
24	 ADV	 29	 应	 v
25	 ADV	 29	 在	 p
26	 SBV	 27	 个人	 n
27	 ATT	 28	 交往	 v
28	 POB	 25	 中	 nd
29	 COO	 13	 遵守	 v
30	 WP	 8	 。	 wp

    东亚的儒家管理方式可以从两个层面来看：一是在政府管理企业的层面上。
0	 ATT	 4	 东亚	 ns
1	 RAD	 0	 的	 u
2	 FOB	 3	 儒家	 n
3	 ATT	 4	 管理	 v
4	 FOB	 11	 方式	 n
5	 ADV	 11	 可以	 v
6	 ADV	 11	 从	 p
7	 ATT	 8	 两	 m
8	 ATT	 9	 个	 q
9	 POB	 6	 层面	 n
10	 LAD	 11	 来	 v
11	 HED	 -1	 看	 v
12	 WP	 11	 ：	 wp
13	 SBV	 14	 一	 m
14	 VOB	 11	 是	 v
15	 VOB	 14	 在	 p
16	 SBV	 17	 政府	 n
17	 ATT	 20	 管理	 v
18	 VOB	 17	 企业	 n
19	 RAD	 17	 的	 u
20	 ATT	 21	 层面	 n
21	 POB	 15	 上	 nd
22	 WP	 14	 。	 wp

其主要表现是政府过多地介入了微观经济，不是让企业根据市场的变化去自动调节生产和销售，而是由政府给企业指令或指导。
0	 SBV	 2	 其	 r
1	 ADV	 2	 主要	 b
2	 SBV	 3	 表现	 v
3	 HED	 -1	 是	 v
4	 SBV	 8	 政府	 n
5	 ADV	 6	 过	 d
6	 ADV	 8	 多	 a
7	 RAD	 6	 地	 u
8	 ATT	 11	 介入	 v
9	 RAD	 8	 了	 u
10	 ATT	 11	 微观	 n
11	 VOB	 3	 经济	 n
12	 WP	 3	 ，	 wp
13	 ADV	 14	 不	 d
14	 COO	 3	 是	 v
15	 VOB	 14	 让	 v
16	 DBL	 15	 企业	 n
17	 ADV	 23	 根据	 p
18	 ATT	 20	 市场	 n
19	 RAD	 18	 的	 u
20	 POB	 17	 变化	 v
21	 CMP	 20	 去	 v
22	 ADV	 23	 自动	 d
23	 VOB	 15	 调节	 v
24	 VOB	 23	 生产	 v
25	 LAD	 26	 和	 c
26	 COO	 24	 销售	 v
27	 WP	 23	 ，	 wp
28	 ADV	 35	 而是	 c
29	 ADV	 35	 由	 p
30	 POB	 29	 政府	 n
31	 ADV	 35	 给	 p
32	 ATT	 33	 企业	 n
33	 POB	 31	 指令	 n
34	 LAD	 35	 或	 c
35	 COO	 23	 指导	 v
36	 WP	 3	 。	 wp

而企业只要听从政府的，就会得到优惠和保护。
0	 ADV	 9	 而	 c
1	 SBV	 9	 企业	 n
2	 ADV	 3	 只要	 c
3	 ATT	 4	 听从	 v
4	 COO	 1	 政府	 n
5	 RAD	 1	 的	 u
6	 WP	 1	 ，	 wp
7	 ADV	 8	 就	 d
8	 ADV	 9	 会	 v
9	 HED	 -1	 得到	 v
10	 VOB	 9	 优惠	 v
11	 LAD	 12	 和	 c
12	 COO	 10	 保护	 v
13	 WP	 9	 。	 wp

这种政府与企业间相互勾结的关系的后果之一就是企业不考虑市场影响，不考虑最大回报，只注重自己的市场和资本份额的最大化。
0	 ATT	 1	 这种	 r
1	 SBV	 6	 政府	 n
2	 ADV	 6	 与	 p
3	 ATT	 4	 企业	 n
4	 POB	 2	 间	 nd
5	 ADV	 6	 相互	 d
6	 ATT	 10	 勾结	 v
7	 RAD	 6	 的	 u
8	 ATT	 10	 关系	 n
9	 RAD	 8	 的	 u
10	 ATT	 11	 后果	 n
11	 SBV	 12	 之一	 r
12	 HED	 -1	 就是	 v
13	 SBV	 15	 企业	 n
14	 ADV	 15	 不	 d
15	 VOB	 12	 考虑	 v
16	 SBV	 17	 市场	 n
17	 VOB	 15	 影响	 v
18	 WP	 15	 ，	 wp
19	 ADV	 20	 不	 d
20	 COO	 15	 考虑	 v
21	 ADV	 22	 最	 d
22	 ADV	 23	 大	 a
23	 VOB	 20	 回报	 v
24	 WP	 20	 ，	 wp
25	 ADV	 26	 只	 d
26	 COO	 20	 注重	 v
27	 ATT	 29	 自己	 r
28	 RAD	 27	 的	 u
29	 VOB	 26	 市场	 n
30	 LAD	 32	 和	 c
31	 ATT	 32	 资本	 n
32	 COO	 29	 份额	 n
33	 RAD	 26	 的	 u
34	 VOB	 20	 最大化	 v
35	 WP	 12	 。	 wp

政府、银行和企业之间的这种长期关系还助长了任人唯亲和腐败。
0	 ATT	 5	 政府	 n
1	 WP	 2	 、	 wp
2	 COO	 0	 银行	 n
3	 LAD	 4	 和	 c
4	 COO	 0	 企业	 n
5	 ATT	 9	 之间	 nd
6	 RAD	 5	 的	 u
7	 ATT	 9	 这种	 r
8	 ATT	 9	 长期	 b
9	 SBV	 11	 关系	 n
10	 ADV	 11	 还	 d
11	 HED	 -1	 助长	 v
12	 RAD	 11	 了	 u
13	 VOB	 11	 任人唯亲	 i
14	 LAD	 15	 和	 c
15	 COO	 13	 腐败	 a
16	 WP	 11	 。	 wp

根据总部设在柏林的透明国际组织做的调查，1997年印度尼西亚的腐败仍名列世界第一。
0	 ADV	 8	 根据	 p
1	 SBV	 2	 总部	 n
2	 ATT	 7	 设在	 v
3	 VOB	 2	 柏林	 ns
4	 RAD	 2	 的	 u
5	 ATT	 7	 透明	 a
6	 ATT	 7	 国际	 n
7	 POB	 0	 组织	 n
8	 SBV	 10	 做	 v
9	 RAD	 8	 的	 u
10	 HED	 -1	 调查	 v
11	 WP	 10	 ，	 wp
12	 ADV	 17	 1997年	 nt
13	 ATT	 15	 印度尼西亚	 ns
14	 RAD	 13	 的	 u
15	 SBV	 17	 腐败	 a
16	 ADV	 17	 仍	 d
17	 COO	 10	 名列	 v
18	 ATT	 19	 世界	 n
19	 VOB	 17	 第一	 m
20	 WP	 10	 。	 wp

由于苏哈托家族控制了印尼的经济命脉，拥有大量商业，包括电力、航空、建筑、通讯、公路、报纸、地产和汽车，其管理中任人唯亲和腐败非常严重。
0	 ADV	 3	 由于	 c
1	 ATT	 2	 苏哈托	 nh
2	 SBV	 3	 家族	 n
3	 HED	 -1	 控制	 v
4	 RAD	 3	 了	 u
5	 ATT	 8	 印尼	 ns
6	 RAD	 5	 的	 u
7	 ATT	 8	 经济	 n
8	 VOB	 3	 命脉	 n
9	 WP	 3	 ，	 wp
10	 COO	 3	 拥有	 v
11	 ATT	 12	 大量	 m
12	 VOB	 10	 商业	 n
13	 WP	 12	 ，	 wp
14	 CMP	 12	 包括	 v
15	 VOB	 14	 电力	 n
16	 WP	 17	 、	 wp
17	 COO	 15	 航空	 n
18	 WP	 19	 、	 wp
19	 COO	 15	 建筑	 n
20	 WP	 21	 、	 wp
21	 COO	 15	 通讯	 n
22	 WP	 23	 、	 wp
23	 COO	 15	 公路	 n
24	 WP	 25	 、	 wp
25	 COO	 15	 报纸	 n
26	 WP	 27	 、	 wp
27	 COO	 15	 地产	 n
28	 LAD	 29	 和	 c
29	 COO	 15	 汽车	 n
30	 WP	 3	 ，	 wp
31	 FOB	 32	 其	 r
32	 ATT	 33	 管理	 v
33	 ATT	 34	 中	 nd
34	 COO	 3	 任人唯亲	 i
35	 LAD	 36	 和	 c
36	 COO	 34	 腐败	 a
37	 ADV	 38	 非常	 d
38	 COO	 36	 严重	 a
39	 WP	 3	 。	 wp

由于苏哈托的家庭成员和亲友可以优先得到政府的合同和许可证，所以各大企业都愿意将其名字列上公司名单，这样，支付其家庭成员和亲朋好友及有关官员的费用是一笔不小的开支，通常可占到一笔生意成本的30%。
0	 ADV	 8	 由于	 c
1	 ATT	 4	 苏哈托	 nh
2	 RAD	 1	 的	 u
3	 ATT	 4	 家庭	 n
4	 SBV	 8	 成员	 n
5	 LAD	 6	 和	 c
6	 COO	 4	 亲友	 n
7	 ADV	 8	 可以	 v
8	 HED	 -1	 优先	 v
9	 COO	 8	 得到	 v
10	 ATT	 12	 政府	 n
11	 RAD	 10	 的	 u
12	 VOB	 9	 合同	 n
13	 LAD	 14	 和	 c
14	 COO	 12	 许可证	 n
15	 WP	 8	 ，	 wp
16	 ADV	 25	 所以	 c
17	 ATT	 19	 各	 r
18	 ATT	 19	 大	 a
19	 SBV	 25	 企业	 n
20	 ADV	 25	 都	 d
21	 ADV	 25	 愿意	 v
22	 ADV	 25	 将	 p
23	 ATT	 24	 其	 r
24	 POB	 22	 名字	 n
25	 COO	 8	 列	 v
26	 CMP	 25	 上	 v
27	 ATT	 28	 公司	 n
28	 VOB	 25	 名单	 n
29	 WP	 8	 ，	 wp
30	 ADV	 43	 这样	 r
31	 WP	 30	 ，	 wp
32	 SBV	 43	 支付	 v
33	 ATT	 34	 其	 r
34	 ATT	 35	 家庭	 n
35	 VOB	 32	 成员	 n
36	 LAD	 42	 和	 c
37	 ATT	 42	 亲朋好友	 i
38	 LAD	 40	 及	 c
39	 ATT	 40	 有关	 v
40	 COO	 37	 官员	 n
41	 RAD	 37	 的	 u
42	 COO	 35	 费用	 n
43	 COO	 8	 是	 v
44	 ATT	 45	 一	 m
45	 ATT	 49	 笔	 q
46	 ADV	 47	 不	 d
47	 ATT	 49	 小	 a
48	 RAD	 47	 的	 u
49	 VOB	 43	 开支	 n
50	 WP	 8	 ，	 wp
51	 ADV	 53	 通常	 d
52	 ADV	 53	 可	 v
53	 COO	 8	 占	 v
54	 CMP	 53	 到	 v
55	 ATT	 56	 一	 m
56	 ATT	 57	 笔	 q
57	 ATT	 58	 生意	 n
58	 ATT	 60	 成本	 n
59	 RAD	 58	 的	 u
60	 VOB	 53	 30%	 m
61	 WP	 8	 。	 wp

二是在企业内部的管理上。
0	 SBV	 1	 二	 m
1	 HED	 -1	 是	 v
2	 VOB	 1	 在	 p
3	 ATT	 4	 企业	 n
4	 ATT	 6	 内部	 nd
5	 RAD	 4	 的	 u
6	 ATT	 7	 管理	 v
7	 POB	 2	 上	 nd
8	 WP	 1	 。	 wp

主要是任人唯亲，实行管理人员的家族化。
0	 ADV	 1	 主要	 d
1	 HED	 -1	 是	 v
2	 VOB	 1	 任人唯亲	 i
3	 WP	 1	 ，	 wp
4	 COO	 1	 实行	 v
5	 VOB	 4	 管理	 v
6	 VOB	 5	 人员	 n
7	 RAD	 5	 的	 u
8	 COO	 4	 家族化	 v
9	 WP	 1	 。	 wp

这在印尼、韩国、泰国和马来西亚都比较严重，而在香港、新加坡、日本和台湾已经少得多了。
0	 SBV	 11	 这	 r
1	 ADV	 11	 在	 p
2	 POB	 1	 印尼	 ns
3	 WP	 4	 、	 wp
4	 COO	 2	 韩国	 ns
5	 WP	 6	 、	 wp
6	 COO	 2	 泰国	 ns
7	 LAD	 8	 和	 c
8	 COO	 2	 马来西亚	 ns
9	 ADV	 11	 都	 d
10	 ADV	 11	 比较	 d
11	 HED	 -1	 严重	 a
12	 WP	 11	 ，	 wp
13	 ADV	 14	 而	 c
14	 ADV	 23	 在	 p
15	 POB	 14	 香港	 ns
16	 WP	 17	 、	 wp
17	 COO	 15	 新加坡	 ns
18	 WP	 19	 、	 wp
19	 COO	 15	 日本	 ns
20	 LAD	 21	 和	 c
21	 COO	 15	 台湾	 ns
22	 ADV	 23	 已经	 d
23	 COO	 11	 少	 a
24	 RAD	 23	 得	 u
25	 CMP	 23	 多	 a
26	 RAD	 25	 了	 u
27	 WP	 11	 。	 wp

家族式管理的最大弊病是缺乏人员的竞争和对企业的监管。
0	 FOB	 1	 家族式	 b
1	 ATT	 5	 管理	 v
2	 RAD	 1	 的	 u
3	 ADV	 4	 最	 d
4	 ATT	 5	 大	 a
5	 SBV	 6	 弊病	 n
6	 HED	 -1	 是	 v
7	 VOB	 6	 缺乏	 v
8	 ATT	 10	 人员	 n
9	 RAD	 8	 的	 u
10	 VOB	 7	 竞争	 v
11	 LAD	 15	 和	 c
12	 ADV	 15	 对	 p
13	 POB	 12	 企业	 n
14	 RAD	 12	 的	 u
15	 COO	 10	 监管	 v
16	 WP	 6	 。	 wp

有才能的人不能走上企业的最高决策层，显然不利于其发展。
0	 ATT	 3	 有	 v
1	 VOB	 0	 才能	 n
2	 RAD	 0	 的	 u
3	 SBV	 6	 人	 n
4	 ADV	 5	 不	 d
5	 ADV	 6	 能	 v
6	 HED	 -1	 走	 v
7	 CMP	 6	 上	 v
8	 ATT	 11	 企业	 n
9	 RAD	 8	 的	 u
10	 ATT	 11	 最高	 a
11	 VOB	 7	 决策层	 n
12	 WP	 6	 ，	 wp
13	 ADV	 15	 显然	 a
14	 ADV	 15	 不	 d
15	 COO	 6	 利于	 v
16	 ATT	 17	 其	 r
17	 VOB	 15	 发展	 v
18	 WP	 6	 。	 wp

而对家族式企业的监管向来是一个难题。
0	 ADV	 7	 而	 c
1	 ADV	 5	 对	 p
2	 ATT	 3	 家族式	 b
3	 POB	 1	 企业	 n
4	 RAD	 1	 的	 u
5	 SBV	 7	 监管	 v
6	 ADV	 7	 向来	 d
7	 HED	 -1	 是	 v
8	 ATT	 9	 一个	 m
9	 VOB	 7	 难题	 n
10	 WP	 7	 。	 wp

当然，这种管理方式也助长腐败。
0	 ADV	 6	 当然	 d
1	 WP	 0	 ，	 wp
2	 ATT	 4	 这种	 r
3	 ATT	 4	 管理	 v
4	 SBV	 6	 方式	 n
5	 ADV	 6	 也	 d
6	 HED	 -1	 助长	 v
7	 CMP	 6	 腐败	 a
8	 WP	 6	 。	 wp

缺乏监管的企业很容易去行贿。
0	 ATT	 3	 缺乏	 v
1	 VOB	 0	 监管	 v
2	 RAD	 0	 的	 u
3	 SBV	 6	 企业	 n
4	 ADV	 5	 很	 d
5	 ADV	 6	 容易	 a
6	 HED	 -1	 去	 v
7	 COO	 6	 行贿	 v
8	 WP	 6	 。	 wp

    无论是在哪个层面上，家庭式管理都是集权式的，因而缺乏透明度。
0	 ADV	 9	 无论是	 c
1	 ADV	 9	 在	 p
2	 ATT	 3	 哪个	 r
3	 ATT	 4	 层面	 n
4	 POB	 1	 上	 nd
5	 WP	 1	 ，	 wp
6	 FOB	 7	 家庭式	 b
7	 SBV	 9	 管理	 v
8	 ADV	 9	 都	 d
9	 HED	 -1	 是	 v
10	 VOB	 9	 集权式	 b
11	 RAD	 10	 的	 u
12	 WP	 9	 ，	 wp
13	 ADV	 14	 因而	 c
14	 COO	 9	 缺乏	 v
15	 VOB	 14	 透明度	 n
16	 WP	 9	 。	 wp

市场经济需要良好的信息渠道来为正确运作提供保证，但东亚的银行和企业的资产负债表却笼罩着神秘气氛，这使人们很难判断它们的经营状况。
