产业与环境INDUSTRY AND ENVIRONMENT1999年　第21卷　第1-2期　Vol。
0	 ATT	 1	 ﻿	 n
58	 RAD	 57	 在内	 u
59	 VOB	 52	 10	 m
60	 WP	 14	 。	 wp

　　对于“汇”这一术语的准确使用以及CDM中汇基项目的角色，仍未取得一致。
0	 SBV	 10	 	 n
1	 ADV	 10	 对于	 p
2	 WP	 3	 “	 wp
3	 ATT	 7	 汇	 v
4	 WP	 3	 ”	 wp
5	 ATT	 6	 这	 r
6	 ATT	 7	 一	 m
7	 POB	 1	 术语	 n
8	 RAD	 1	 的	 u
9	 ADV	 10	 准确	 a
10	 HED	 -1	 使用	 v
11	 LAD	 16	 以及	 c
12	 ATT	 14	 CDM	 ws
13	 ATT	 14	 中汇基	 j
14	 ATT	 16	 项目	 n
15	 RAD	 14	 的	 u
16	 VOB	 10	 角色	 n
17	 WP	 10	 ，	 wp
18	 ADV	 20	 仍	 d
19	 ADV	 20	 未	 d
20	 COO	 10	 取得	 v
21	 VOB	 20	 一致	 a
22	 WP	 10	 。	 wp

因此，各缔约方已经请求IPCC编写一份关于汇的角色的特别报告(这是由于它们在今后CDM谈判中的重要性)，而且一些缔约方已经请求额外的时间来考虑汇基CDM项目的问题。
0	 ADV	 5	 因此	 c
1	 WP	 0	 ，	 wp
2	 ATT	 3	 各	 r
3	 SBV	 5	 缔约方	 n
4	 ADV	 5	 已经	 d
5	 HED	 -1	 请求	 v
6	 SBV	 7	 IPCC	 ws
7	 VOB	 5	 编写	 v
8	 ATT	 9	 一	 m
9	 ATT	 16	 份	 q
10	 ATT	 16	 关于	 p
11	 ATT	 13	 汇	 n
12	 RAD	 11	 的	 u
13	 POB	 10	 角色	 n
14	 RAD	 10	 的	 u
15	 ATT	 16	 特别	 a
16	 VOB	 7	 报告	 n
17	 WP	 7	 (	 wp
18	 SBV	 19	 这	 r
19	 COO	 7	 是	 v
20	 ADV	 28	 由于	 p
21	 ATT	 28	 它们	 r
22	 ATT	 28	 在	 p
23	 ADV	 25	 今后	 nt
24	 SBV	 25	 CDM	 ws
25	 ATT	 26	 谈判	 v
26	 POB	 22	 中	 nd
27	 RAD	 22	 的	 u
28	 VOB	 19	 重要性	 n
29	 WP	 19	 )	 wp
30	 WP	 7	 ，	 wp
31	 ADV	 35	 而且	 c
32	 ATT	 33	 一些	 m
33	 SBV	 35	 缔约方	 n
34	 ADV	 35	 已经	 d
35	 COO	 7	 请求	 v
36	 ATT	 38	 额外	 b
37	 RAD	 36	 的	 u
38	 SBV	 40	 时间	 n
39	 ADV	 40	 来	 v
40	 ATT	 45	 考虑	 v
41	 ATT	 43	 汇基	 nz
42	 ATT	 43	 CDM	 ws
43	 VOB	 40	 项目	 n
44	 RAD	 40	 的	 u
45	 VOB	 35	 问题	 n
46	 WP	 7	 。	 wp

最近由联合国环境署、国际能源机构和经合组织等国际机构发起的一系列关于CDM的研讨会和会议，意在使汇问题清楚明白地显示出来。
0	 ADV	 14	 最近	 nt
1	 ADV	 14	 由	 p
2	 ATT	 3	 联合国	 ni
3	 ATT	 13	 环境署	 n
4	 WP	 7	 、	 wp
5	 ATT	 7	 国际	 n
6	 ATT	 7	 能源	 n
7	 COO	 3	 机构	 n
8	 LAD	 10	 和	 c
9	 ATT	 10	 经合	 j
10	 COO	 3	 组织	 n
11	 RAD	 3	 等	 u
12	 ATT	 13	 国际	 n
13	 POB	 1	 机构	 n
14	 ATT	 25	 发起	 v
15	 RAD	 14	 的	 u
16	 ATT	 17	 一	 m
17	 ATT	 25	 系列	 q
18	 ATT	 25	 关于	 p
19	 ATT	 21	 CDM	 ws
20	 RAD	 19	 的	 u
21	 POB	 18	 研讨会	 n
22	 LAD	 23	 和	 c
23	 COO	 21	 会议	 n
24	 WP	 18	 ，	 wp
25	 SBV	 33	 意	 n
26	 ADV	 33	 在	 p
27	 POB	 26	 使	 v
28	 ATT	 29	 汇	 v
29	 DBL	 27	 问题	 n
30	 ADV	 31	 清楚	 a
31	 VOB	 27	 明白	 v
32	 RAD	 27	 地	 u
33	 HED	 -1	 显示	 v
34	 CMP	 33	 出来	 v
35	 WP	 33	 。	 wp

　　术语学、认证和金融化方面的不一致　　术语学、认证和金融程序方面的差异，和机制起始日期方面的差异，也需要予以突出说明。
0	 ATT	 6	 	 v
1	 VOB	 0	 术语学	 n
2	 WP	 3	 、	 wp
3	 COO	 1	 认证	 v
4	 LAD	 5	 和	 c
5	 COO	 1	 金融化	 v
6	 ATT	 10	 方面	 n
7	 RAD	 6	 的	 u
8	 ADV	 9	 不	 d
9	 ADV	 10	 一致	 a
10	 HED	 -1	 术语学	 v
11	 WP	 12	 、	 wp
12	 COO	 10	 认证	 v
13	 LAD	 18	 和	 c
14	 ATT	 15	 金融	 n
15	 ATT	 16	 程序	 n
16	 ATT	 18	 方面	 n
17	 RAD	 16	 的	 u
18	 VOB	 12	 差异	 n
19	 WP	 10	 ，	 wp
20	 LAD	 22	 和	 c
21	 SBV	 22	 机制	 n
22	 COO	 10	 起始	 v
23	 ATT	 24	 日期	 n
24	 ATT	 26	 方面	 n
25	 RAD	 24	 的	 u
26	 VOB	 22	 差异	 n
27	 WP	 22	 ，	 wp
28	 ADV	 29	 也	 d
29	 COO	 22	 需要	 v
30	 ADV	 31	 予以	 v
31	 VOB	 29	 突出	 v
32	 VOB	 31	 说明	 v
33	 WP	 10	 。	 wp

关于术语学，第6条使用了“排放削减单位”(ERUs)这一术语，第12条使用了“经认证的排放量削减”(CERs)这一术语，而第17条既没有提ERUs也没有提CERs。
0	 ADV	 6	 关于	 p
1	 ATT	 2	 术语	 n
2	 POB	 0	 学	 v
3	 WP	 0	 ，	 wp
4	 ATT	 5	 第6	 m
5	 ADV	 6	 条	 q
6	 HED	 -1	 使用	 v
7	 RAD	 6	 了	 u
8	 WP	 11	 “	 wp
9	 ADV	 10	 排放	 v
10	 ATT	 11	 削减	 v
11	 ATT	 18	 单位	 n
12	 WP	 11	 ”	 wp
13	 WP	 14	 (	 wp
14	 ATT	 18	 ERUs	 ws
15	 WP	 14	 )	 wp
16	 ATT	 17	 这	 r
17	 ATT	 18	 一	 m
18	 VOB	 6	 术语	 n
19	 WP	 6	 ，	 wp
20	 ATT	 21	 第12	 m
21	 ADV	 22	 条	 q
22	 COO	 6	 使用	 v
23	 RAD	 22	 了	 u
24	 WP	 29	 “	 wp
25	 ADV	 29	 经	 p
26	 ATT	 28	 认证	 v
27	 RAD	 26	 的	 u
28	 POB	 25	 排放量	 n
29	 ATT	 36	 削减	 v
30	 WP	 29	 ”	 wp
31	 WP	 32	 (	 wp
32	 VOB	 29	 CERs	 ws
33	 WP	 29	 )	 wp
34	 ATT	 35	 这	 r
35	 ATT	 36	 一	 m
36	 VOB	 22	 术语	 n
37	 WP	 6	 ，	 wp
38	 ADV	 43	 而	 c
39	 ATT	 40	 第17	 m
40	 SBV	 43	 条	 q
41	 ADV	 43	 既	 c
42	 ADV	 43	 没有	 d
43	 COO	 6	 提	 v
44	 VOB	 43	 ERUs	 n
45	 ADV	 47	 也	 d
46	 ADV	 47	 没有	 d
47	 COO	 43	 提	 v
48	 VOB	 47	 CERs	 ws
49	 WP	 6	 。	 wp

需要解决的具体问题是：1)ERUs与CERs之间的方法论差异是什么?和2)这两个不同术语对在同一种基本GHG/碳排放市场或交易制度中运行的两种不同机制的实施的影响是什么?此外，第6条和第17条都提到项目基机制，而在第17条中没有提到ET的具体形式。
0	 ATT	 4	 需要	 v
1	 VOB	 0	 解决	 v
2	 RAD	 0	 的	 u
3	 ATT	 4	 具体	 a
4	 SBV	 5	 问题	 n
5	 HED	 -1	 是	 v
6	 WP	 5	 ：	 wp
7	 ADV	 16	 1	 m
8	 WP	 16	 )	 wp
9	 SBV	 16	 ERUs	 ws
10	 ADV	 16	 与	 p
11	 ATT	 12	 CERs	 ws
12	 ATT	 15	 之间	 nd
13	 RAD	 12	 的	 u
14	 ATT	 15	 方法论	 n
15	 POB	 10	 差异	 n
16	 COO	 5	 是	 v
17	 VOB	 16	 什么	 r
18	 WP	 5	 ?	 wp

需要解决的具体问题是：1)ERUs与CERs之间的方法论差异是什么?和2)这两个不同术语对在同一种基本GHG/碳排放市场或交易制度中运行的两种不同机制的实施的影响是什么?此外，第6条和第17条都提到项目基机制，而在第17条中没有提到ET的具体形式。
0	 ADV	 30	 和	 p
1	 ATT	 5	 2	 m
2	 WP	 5	 )	 wp
3	 ATT	 4	 这	 r
4	 ATT	 5	 两	 m
5	 ATT	 7	 个	 q
6	 ATT	 7	 不同	 a
7	 POB	 0	 术语	 n
8	 ADV	 30	 对	 p
9	 ADV	 23	 在	 p
10	 ATT	 11	 同	 v
11	 ATT	 12	 一	 m
12	 ATT	 21	 种	 q
13	 ATT	 21	 基本	 a
14	 ATT	 21	 GHG	 ws
15	 WP	 17	 /	 wp
16	 SBV	 17	 碳	 n
17	 ATT	 21	 排放	 v
18	 VOB	 17	 市场	 n
19	 LAD	 20	 或	 c
20	 COO	 17	 交易	 v
21	 ATT	 22	 制度	 n
22	 POB	 9	 中	 nd
23	 ATT	 28	 运行	 v
24	 RAD	 23	 的	 u
25	 ATT	 26	 两	 m
26	 ATT	 28	 种	 q
27	 ATT	 28	 不同	 a
28	 POB	 8	 机制	 n
29	 RAD	 8	 的	 u
30	 SBV	 32	 实施	 v
31	 RAD	 30	 的	 u
32	 HED	 -1	 影响	 v
33	 VOB	 32	 是	 v
34	 VOB	 33	 什么	 r
35	 WP	 32	 ?	 wp

需要解决的具体问题是：1)ERUs与CERs之间的方法论差异是什么?和2)这两个不同术语对在同一种基本GHG/碳排放市场或交易制度中运行的两种不同机制的实施的影响是什么?此外，第6条和第17条都提到项目基机制，而在第17条中没有提到ET的具体形式。
0	 ADV	 8	 此外	 c
1	 WP	 0	 ，	 wp
2	 ATT	 3	 第6	 m
3	 ADV	 8	 条	 q
4	 LAD	 6	 和	 c
5	 ATT	 6	 第17	 m
6	 COO	 3	 条	 q
7	 ADV	 8	 都	 d
8	 HED	 -1	 提到	 v
9	 ATT	 10	 项目基	 n
10	 VOB	 8	 机制	 n
11	 WP	 8	 ，	 wp
12	 ADV	 18	 而	 c
13	 ADV	 18	 在	 p
14	 ATT	 15	 第17	 m
15	 ATT	 16	 条	 q
16	 POB	 13	 中	 nd
17	 ADV	 18	 没有	 d
18	 COO	 8	 提到	 v
19	 ATT	 22	 ET	 ws
20	 RAD	 19	 的	 u
21	 ATT	 22	 具体	 a
22	 VOB	 18	 形式	 n
23	 WP	 8	 。	 wp

因此，第6条和CDM项目都需要可据以估计排放量削减项目活动的明确指导准则与项目底线基准。
0	 ADV	 8	 因此	 c
1	 WP	 0	 ，	 wp
2	 ATT	 3	 第6	 m
3	 ADV	 8	 条	 q
4	 LAD	 6	 和	 c
5	 ATT	 6	 CDM	 ws
6	 SBV	 8	 项目	 n
7	 ADV	 8	 都	 d
8	 HED	 -1	 需要	 v
9	 ADV	 10	 可	 v
10	 ADV	 19	 据	 p
11	 ADV	 14	 以	 p
12	 POB	 11	 估计	 v
13	 VOB	 12	 排放量	 n
14	 POB	 10	 削减	 v
15	 ATT	 16	 项目	 n
16	 VOB	 14	 活动	 v
17	 RAD	 16	 的	 u
18	 ADV	 19	 明确	 a
19	 VOB	 8	 指导	 v
20	 VOB	 19	 准则	 n
21	 LAD	 24	 与	 p
22	 ATT	 23	 项目	 n
23	 ATT	 24	 底线	 n
24	 VOB	 19	 基准	 n
25	 WP	 8	 。	 wp

与第6条和CDM项目不同，ET制度在方法论上可以认为是一种以清查为基础的机制。
0	 ADV	 6	 与	 p
1	 ATT	 2	 第6	 m
2	 ATT	 5	 条	 q
3	 LAD	 4	 和	 c
4	 ATT	 5	 CDM	 ws
5	 POB	 0	 项目	 n
6	 HED	 -1	 不同	 a
7	 WP	 6	 ，	 wp
8	 ATT	 9	 ET	 ws
9	 SBV	 14	 制度	 n
10	 ADV	 14	 在	 p
11	 ATT	 12	 方法论	 n
12	 POB	 10	 上	 nd
13	 ADV	 14	 可以	 v
14	 COO	 6	 认为	 v
15	 VOB	 14	 是	 v
16	 ATT	 17	 一	 m
17	 ATT	 23	 种	 q
18	 ADV	 20	 以	 p
19	 POB	 18	 清查	 v
20	 ATT	 23	 为	 v
21	 VOB	 20	 基础	 n
22	 RAD	 20	 的	 u
23	 VOB	 15	 机制	 n
24	 WP	 6	 。	 wp

尽管第6条和CDM项目可以被认为在方法论上不同于ET，但必须把这些活动定位于某种全球排放量削减市场的范畴内，才能使在这两种机制范围内开展的排放量削减活动变得高效率和成本有效。
0	 ADV	 8	 尽管	 c
1	 ATT	 2	 第6	 m
2	 ATT	 5	 条	 q
3	 LAD	 4	 和	 c
4	 ATT	 5	 CDM	 ws
5	 FOB	 8	 项目	 n
6	 ADV	 8	 可以	 v
7	 ADV	 8	 被	 p
8	 HED	 -1	 认为	 v
9	 ADV	 12	 在	 p
10	 ATT	 11	 方法论	 n
11	 POB	 9	 上	 nd
12	 VOB	 8	 不同	 a
13	 CMP	 12	 于	 p
14	 POB	 13	 ET	 ws
15	 WP	 12	 ，	 wp
16	 ADV	 21	 但	 c
17	 ADV	 21	 必须	 d
18	 ADV	 21	 把	 p
19	 ATT	 20	 这些	 r
20	 POB	 18	 活动	 v
21	 COO	 12	 定位	 v
22	 CMP	 21	 于	 p
23	 ATT	 24	 某种	 r
24	 ATT	 25	 全球	 n
25	 ADV	 26	 排放量	 n
26	 ATT	 29	 削减	 v
27	 VOB	 26	 市场	 n
28	 RAD	 26	 的	 u
29	 ATT	 30	 范畴	 n
30	 POB	 22	 内	 nd
31	 WP	 21	 ，	 wp
32	 ADV	 34	 才	 c
33	 ADV	 34	 能	 v
34	 COO	 21	 使	 v
35	 ADV	 42	 在	 p
36	 ATT	 38	 这	 r
37	 ATT	 38	 两	 m
38	 ATT	 40	 种	 q
39	 ATT	 40	 机制	 n
40	 ATT	 41	 范围	 n
41	 POB	 35	 内	 nd
42	 ATT	 44	 开展	 v
43	 RAD	 42	 的	 u
44	 DBL	 34	 排放量	 n
45	 VOB	 34	 削减	 v
46	 SBV	 47	 活动	 v
47	 ATT	 49	 变	 v
48	 RAD	 47	 得	 u
49	 VOB	 45	 高效率	 n
50	 LAD	 52	 和	 c
51	 SBV	 52	 成本	 n
52	 COO	 49	 有效	 a
53	 WP	 8	 。	 wp

　　界定可以用来在CDM之下产生CERs单位的过程和形式，对于潜在的项目接受国和参与工业企业来说，是一个紧急优先事项。
0	 ADV	 3	 	 c
1	 SBV	 3	 界定	 v
2	 ADV	 3	 可以	 v
3	 HED	 -1	 用来	 v
4	 ADV	 7	 在	 p
5	 ATT	 6	 CDM	 ws
6	 POB	 4	 之下	 nd
7	 ATT	 11	 产生	 v
8	 ATT	 9	 CERs	 ws
9	 VOB	 7	 单位	 n
10	 RAD	 7	 的	 u
11	 VOB	 3	 过程	 n
12	 LAD	 13	 和	 c
13	 COO	 11	 形式	 n
14	 WP	 3	 ，	 wp
15	 ADV	 27	 对于	 p
16	 ATT	 18	 潜在	 b
17	 RAD	 16	 的	 u
18	 ATT	 20	 项目	 n
19	 ATT	 20	 接受	 v
20	 POB	 15	 国	 n
21	 LAD	 24	 和	 c
22	 ATT	 24	 参与	 v
23	 ATT	 24	 工业	 n
24	 COO	 20	 企业	 n
25	 RAD	 15	 来说	 u
26	 WP	 15	 ，	 wp
27	 COO	 3	 是	 v
28	 ATT	 31	 一个	 m
29	 ATT	 31	 紧急	 a
30	 ATT	 31	 优先	 v
31	 VOB	 27	 事项	 n
32	 WP	 3	 。	 wp

然而，在CDM之下产生的CERs，无论在概念上还是就市场而言，都无法在孤立于在第6条或ET制度下所产生的ERUs的情况下加以界定。
0	 ADV	 5	 然而	 c
1	 WP	 0	 ，	 wp
2	 ADV	 5	 在	 p
3	 ATT	 4	 CDM	 ws
4	 POB	 2	 之下	 nd
5	 HED	 -1	 产生	 v
6	 RAD	 5	 的	 u
7	 ADV	 5	 CERs	 ws
8	 WP	 5	 ，	 wp
9	 ADV	 10	 无论	 c
10	 ADV	 38	 在	 p
11	 ATT	 12	 概念	 n
12	 POB	 10	 上	 nd
13	 ADV	 14	 还是	 c
14	 COO	 10	 就	 p
15	 POB	 14	 市场	 n
16	 RAD	 14	 而言	 u
17	 WP	 10	 ，	 wp
18	 ADV	 38	 都	 d
19	 ADV	 38	 无法	 v
20	 ADV	 38	 在	 p
21	 ADV	 31	 孤立	 a
22	 CMP	 21	 于	 p
23	 ADV	 31	 在	 p
24	 ATT	 25	 第6	 m
25	 ATT	 28	 条	 q
26	 LAD	 27	 或	 c
27	 ATT	 28	 ET	 ws
28	 ATT	 29	 制度	 n
29	 POB	 23	 下	 nd
30	 LAD	 31	 所	 u
31	 ATT	 35	 产生	 v
32	 RAD	 31	 的	 u
33	 ATT	 35	 ERUs	 ws
34	 RAD	 33	 的	 u
35	 ATT	 36	 情况	 n
36	 POB	 20	 下	 nd
37	 ADV	 38	 加以	 v
38	 COO	 5	 界定	 v
39	 WP	 5	 。	 wp

更重要的是，由于碳排放信用的潜在买主——经合组织国家(附录I缔约方)——是相同的，因而“第6条”排放量削减项目的市场机会是与CDM之下潜在排放量削减活动的市场机会相互竞争的。
0	 ADV	 1	 更	 d
1	 SBV	 3	 重要	 a
2	 RAD	 1	 的	 u
3	 HED	 -1	 是	 v
4	 WP	 3	 ，	 wp
5	 ADV	 22	 由于	 p
6	 SBV	 7	 碳	 n
7	 ATT	 11	 排放	 v
8	 VOB	 7	 信用	 n
9	 RAD	 7	 的	 u
10	 ATT	 11	 潜在	 b
11	 POB	 5	 买主	 n
12	 WP	 15	 ——	 wp
13	 ATT	 14	 经合	 j
14	 ATT	 15	 组织	 n
15	 COO	 11	 国家	 n
16	 WP	 19	 (	 wp
17	 ATT	 19	 附录	 n
18	 VOB	 17	 I	 ws
19	 COO	 11	 缔约方	 n
20	 WP	 5	 )	 wp
21	 WP	 22	 ——	 wp
22	 COO	 3	 是	 v
23	 VOB	 22	 相同	 a
24	 RAD	 23	 的	 u
25	 WP	 3	 ，	 wp
26	 ADV	 38	 因而	 c
27	 WP	 30	 “	 wp
28	 ATT	 29	 第	 m
29	 ATT	 30	 6	 m
30	 ATT	 37	 条	 q
31	 WP	 30	 ”	 wp
32	 SBV	 33	 排放量	 n
33	 ATT	 37	 削减	 v
34	 VOB	 33	 项目	 n
35	 RAD	 33	 的	 u
36	 ATT	 37	 市场	 n
37	 SBV	 38	 机会	 n
38	 COO	 3	 是	 v
39	 ADV	 44	 与	 p
40	 ATT	 41	 CDM	 ws
41	 ATT	 43	 之下	 nd
42	 ATT	 43	 潜在	 b
43	 POB	 39	 排放量	 n
44	 VOB	 38	 削减	 v
45	 ATT	 48	 活动	 v
46	 RAD	 45	 的	 u
47	 ATT	 48	 市场	 n
48	 VOB	 44	 机会	 n
49	 ADV	 50	 相互	 d
50	 COO	 44	 竞争	 v
51	 RAD	 44	 的	 u
52	 WP	 3	 。	 wp

在这种情况下，《议定书》会为碳排放信用的潜在买主提供一种双赢局面，但也会使两种不同机制中碳排放量削减信用的潜在卖主相互竞争。
0	 ADV	 16	 在	 p
1	 ATT	 2	 这种	 r
2	 ATT	 3	 情况	 n
3	 POB	 0	 下	 nd
4	 WP	 0	 ，	 wp
5	 WP	 6	 《	 wp
6	 SBV	 16	 议定书	 n
7	 WP	 6	 》	 wp
8	 ADV	 16	 会	 v
9	 ADV	 16	 为	 p
10	 SBV	 11	 碳	 n
11	 ATT	 15	 排放	 v
12	 VOB	 11	 信用	 n
13	 RAD	 11	 的	 u
14	 ATT	 15	 潜在	 b
15	 POB	 9	 买主	 n
16	 HED	 -1	 提供	 v
17	 ATT	 18	 一	 m
18	 ATT	 21	 种	 q
19	 ADV	 20	 双	 m
20	 ATT	 21	 赢	 v
21	 VOB	 16	 局面	 n
22	 WP	 16	 ，	 wp
23	 ADV	 26	 但	 c
24	 ADV	 25	 也	 d
25	 ADV	 26	 会	 v
26	 COO	 16	 使	 v
27	 ATT	 28	 两	 m
28	 ATT	 38	 种	 q
29	 ATT	 30	 不同	 a
30	 ATT	 31	 机制	 n
31	 ATT	 33	 中	 nd
32	 ATT	 33	 碳	 n
33	 ADV	 34	 排放量	 n
34	 ATT	 38	 削减	 v
35	 VOB	 34	 信用	 n
36	 RAD	 34	 的	 u
37	 ATT	 38	 潜在	 b
38	 DBL	 26	 卖主	 n
39	 ADV	 40	 相互	 d
40	 VOB	 26	 竞争	 v
41	 WP	 16	 。	 wp

　　关于项目认证程序，也存在着严重不一致。
0	 HED	 -1	 	 v
1	 ADV	 3	 关于	 p
2	 POB	 1	 项目	 n
3	 VOB	 0	 认证	 v
4	 VOB	 3	 程序	 n
5	 WP	 0	 ，	 wp
6	 ADV	 7	 也	 d
7	 COO	 0	 存在	 v
8	 RAD	 7	 着	 u
9	 ADV	 11	 严重	 a
10	 ADV	 11	 不	 d
11	 VOB	 7	 一致	 a
12	 WP	 0	 。	 wp

例如，第6条和第17条没有明确要求认证，而第12条则有此要求。
0	 ADV	 9	 例如	 v
1	 WP	 0	 ，	 wp
2	 ATT	 3	 第6	 m
3	 ADV	 9	 条	 q
4	 LAD	 6	 和	 c
5	 ATT	 6	 第17	 m
6	 COO	 3	 条	 q
7	 ADV	 9	 没有	 d
8	 ADV	 9	 明确	 a
9	 HED	 -1	 要求	 v
10	 VOB	 9	 认证	 v
11	 WP	 9	 ，	 wp
12	 ADV	 16	 而	 c
13	 ATT	 14	 第12	 m
14	 SBV	 16	 条	 q
15	 ADV	 16	 则	 d
16	 COO	 9	 有	 v
17	 ATT	 18	 此	 r
18	 VOB	 16	 要求	 n
19	 WP	 9	 。	 wp

与对第6条项目和CDM项目缺乏统一认证程序相联系的关键问题是，它复杂化了通过未认证的第6条项目与经认证的CDM项目的比较进行的对附录I缔约方的QELRCs的多大部分已经得到满足的估计。
0	 ADV	 13	 与	 p
1	 ADV	 8	 对	 p
2	 ATT	 3	 第6	 m
3	 ATT	 4	 条	 q
4	 POB	 1	 项目	 n
5	 LAD	 7	 和	 c
6	 ATT	 7	 CDM	 ws
7	 COO	 4	 项目	 n
8	 POB	 0	 缺乏	 v
9	 ADV	 10	 统一	 a
10	 ATT	 11	 认证	 v
11	 VOB	 8	 程序	 n
12	 ADV	 13	 相	 d
13	 ATT	 16	 联系	 v
14	 RAD	 13	 的	 u
15	 ATT	 16	 关键	 a
16	 SBV	 17	 问题	 n
17	 HED	 -1	 是	 v
18	 WP	 17	 ，	 wp
19	 SBV	 20	 它	 r
20	 VOB	 17	 复杂化	 v
21	 RAD	 20	 了	 u
22	 ADV	 50	 通过	 p
23	 ADV	 24	 未	 d
24	 ATT	 28	 认证	 v
25	 RAD	 24	 的	 u
26	 ATT	 27	 第6	 m
27	 ATT	 28	 条	 q
28	 POB	 22	 项目	 n
29	 LAD	 30	 与	 c
30	 ADV	 50	 经	 p
31	 ATT	 34	 认证	 v
32	 RAD	 31	 的	 u
33	 ATT	 34	 CDM	 ws
34	 ATT	 48	 项目	 n
35	 RAD	 34	 的	 u
36	 ADV	 37	 比较	 d
37	 ATT	 48	 进行	 v
38	 RAD	 37	 的	 u
39	 ATT	 48	 对	 p
40	 ATT	 42	 附录	 n
41	 VOB	 40	 I	 ws
42	 POB	 39	 缔约方	 n
43	 RAD	 39	 的	 u
44	 ATT	 48	 QELRCs	 a
45	 RAD	 44	 的	 u
46	 ADV	 47	 多	 d
47	 ATT	 48	 大	 a
48	 POB	 30	 部分	 n
49	 ADV	 50	 已经	 d
50	 SBV	 53	 得到	 v
51	 VOB	 50	 满足	 v
52	 RAD	 50	 的	 u
53	 VOB	 20	 估计	 v
54	 WP	 17	 。	 wp

为了以一种明确和透明的方式监测附录I缔约方的QELRCs，谈判者需要确保第6条项目与CDM项目的认证程序是一致的。
0	 ADV	 18	 为了	 p
1	 ADV	 9	 以	 p
2	 ATT	 3	 一	 m
3	 ATT	 8	 种	 q
4	 ATT	 8	 明确	 a
5	 LAD	 6	 和	 c
6	 COO	 4	 透明	 a
7	 RAD	 4	 的	 u
8	 POB	 1	 方式	 n
9	 POB	 0	 监测	 v
10	 ATT	 12	 附录	 n
11	 VOB	 10	 I	 ws
12	 ATT	 14	 缔约方	 n
13	 RAD	 12	 的	 u
14	 VOB	 9	 QELRCs	 n
15	 WP	 0	 ，	 wp
16	 SBV	 18	 谈判者	 n
17	 ADV	 18	 需要	 v
18	 HED	 -1	 确保	 v
19	 ATT	 20	 第6	 m
20	 ATT	 21	 条	 q
21	 SBV	 28	 项目	 n
22	 ADV	 28	 与	 p
23	 ATT	 24	 CDM	 ws
24	 ATT	 27	 项目	 n
25	 RAD	 24	 的	 u
26	 ATT	 27	 认证	 v
27	 POB	 22	 程序	 n
28	 VOB	 18	 是	 v
29	 VOB	 28	 一致	 a
30	 RAD	 29	 的	 u
31	 WP	 18	 。	 wp

　　另一个亟待解决的相关问题是透明和可证实的CDM项目认证程序的制定。
0	 ATT	 6	 	 v
1	 ATT	 2	 另	 r
2	 ATT	 6	 一个	 m
3	 ADV	 5	 亟待解决	 i
4	 RAD	 3	 的	 u
5	 ATT	 6	 相关	 v
6	 SBV	 7	 问题	 n
7	 HED	 -1	 是	 v
8	 ADV	 18	 透明	 a
9	 LAD	 14	 和	 c
10	 ADV	 11	 可	 v
11	 ATT	 14	 证实	 v
12	 RAD	 11	 的	 u
13	 ATT	 14	 CDM	 ws
14	 FOB	 18	 项目	 n
15	 ADV	 18	 认证	 v
16	 VOB	 15	 程序	 n
17	 RAD	 15	 的	 u
18	 VOB	 7	 制定	 v
19	 WP	 7	 。	 wp

从技术观点来看，CERs的金融化(储蓄以供后来使用)问题因如下事实而复杂化：CDM之下排放量削减的认证比第6条之下的认证困难得多，因为非附录I缔约方尚未在《议定书》之下做出正式承诺，因而还没有可用来明确地量度和/或交易排放量削减的国家排放量底线或情景。
0	 ADV	 21	 从	 p
1	 ATT	 2	 技术	 n
2	 POB	 0	 观点	 n
3	 LAD	 4	 来	 v
4	 RAD	 0	 看	 v
5	 WP	 0	 ，	 wp
6	 ATT	 8	 CERs	 ws
7	 RAD	 6	 的	 u
8	 ATT	 16	 金融化	 n
9	 WP	 10	 (	 wp
10	 COO	 8	 储蓄	 v
11	 ADV	 12	 以	 c
12	 COO	 8	 供	 v
13	 ADV	 14	 后来	 nt
14	 VOB	 12	 使用	 v
15	 WP	 8	 )	 wp
16	 SBV	 21	 问题	 n
17	 ADV	 21	 因	 p
18	 POB	 17	 如下	 v
19	 VOB	 18	 事实	 n
20	 ADV	 21	 而	 c
21	 ADV	 34	 复杂化	 v
22	 WP	 21	 ：	 wp
23	 ATT	 24	 CDM	 ws
24	 ATT	 25	 之下	 nd
25	 SBV	 26	 排放量	 n
26	 VOB	 21	 削减	 v
27	 RAD	 21	 的	 u
28	 SBV	 34	 认证	 v
29	 ADV	 34	 比	 p
30	 ATT	 31	 第6	 m
31	 ATT	 32	 条	 q
32	 POB	 29	 之下	 nd
33	 RAD	 32	 的	 u
34	 HED	 -1	 认证	 v
35	 CMP	 34	 困难	 a
36	 RAD	 35	 得	 u
37	 CMP	 35	 多	 a
38	 WP	 34	 ，	 wp
39	 ADV	 49	 因为	 c
40	 ATT	 42	 非附录	 b
41	 ATT	 42	 I	 ws
42	 SBV	 49	 缔约方	 n
43	 ADV	 44	 尚未	 d
44	 ADV	 49	 在	 p
45	 WP	 46	 《	 wp
46	 ATT	 48	 议定书	 n
47	 WP	 46	 》	 wp
48	 POB	 44	 之下	 nd
49	 COO	 34	 做出	 v
50	 ATT	 51	 正式	 a
51	 VOB	 49	 承诺	 v
52	 WP	 34	 ，	 wp
53	 ADV	 55	 因而	 c
54	 ADV	 55	 还	 d
55	 COO	 34	 没有	 d
