【 文献号 】1-3101【原文出处】中国文化报【原刊地名】京【原刊期号】19960526【原刊页号】⑴【分 类 号】J1【分 类 名】文艺理论【 作  者 】刘忠德【复印期号】199607【 标  题 】在１９９６年全国艺术创作会议上的讲话【 正  文 】    （1996年4月16日于北京）    同志们：    1996年全国艺术创作会议今天开幕了。
0	 ADV	 8	 ﻿	 v
5	 HED	 -1	 创作	 v
6	 LAD	 7	 和	 c
7	 COO	 5	 生产	 v
8	 WP	 5	 ，	 wp
9	 ADV	 11	 必须	 d
10	 ADV	 11	 要	 v
11	 COO	 5	 有	 v
12	 ATT	 15	 切实	 a
13	 COO	 12	 有效	 a
14	 RAD	 12	 的	 u
15	 DBL	 11	 措施	 n
16	 ADV	 17	 来	 v
17	 COO	 11	 保证	 v
18	 WP	 5	 。	 wp

各地情况不同，多年来已经探索和积累的许多行之有效的抓艺术生产的办法和措施，应该继续加以完善，使其发挥更好的作用。
0	 ATT	 1	 各地	 r
1	 SBV	 2	 情况	 n
2	 HED	 -1	 不同	 a
3	 WP	 2	 ，	 wp
4	 ATT	 5	 多	 a
5	 ADV	 8	 年	 q
6	 RAD	 5	 来	 nd
7	 ADV	 8	 已经	 d
8	 COO	 2	 探索	 v
9	 LAD	 10	 和	 c
10	 COO	 8	 积累	 v
11	 RAD	 10	 的	 u
12	 ATT	 19	 许多	 m
13	 ATT	 19	 行之有效	 i
14	 RAD	 13	 的	 u
15	 ATT	 19	 抓	 v
16	 ATT	 17	 艺术	 n
17	 VOB	 15	 生产	 v
18	 RAD	 15	 的	 u
19	 VOB	 8	 办法	 n
20	 LAD	 21	 和	 c
21	 COO	 19	 措施	 n
22	 WP	 8	 ，	 wp
23	 ADV	 24	 应该	 v
24	 COO	 8	 继续	 v
25	 ADV	 26	 加以	 v
26	 COO	 24	 完善	 v
27	 WP	 8	 ，	 wp
28	 COO	 8	 使	 v
29	 DBL	 28	 其	 r
30	 VOB	 28	 发挥	 v
31	 ADV	 32	 更	 d
32	 ATT	 34	 好	 a
33	 RAD	 32	 的	 u
34	 VOB	 30	 作用	 n
35	 WP	 2	 。	 wp

除此之外，我再讲几点意见。
0	 ADV	 4	 除此之外	 c
1	 WP	 0	 ，	 wp
2	 SBV	 4	 我	 r
3	 ADV	 4	 再	 d
4	 HED	 -1	 讲	 v
5	 ATT	 6	 几	 m
6	 ATT	 7	 点	 q
7	 VOB	 4	 意见	 n
8	 WP	 4	 。	 wp

            （一）认真落实艺术创作和生产的规划，重点抓好艺术精品的创作和生产    这一次部里召开全国艺术创作会议的主要目的，就是指导并协调各地抓好重点剧节目创作的规划和落实规划。
0	 WP	 1	 （	 wp
1	 SBV	 34	 一	 m
2	 WP	 1	 ）	 wp
3	 ADV	 4	 认真	 a
4	 COO	 1	 落实	 v
5	 ATT	 6	 艺术	 n
6	 ATT	 10	 创作	 v
7	 LAD	 8	 和	 c
8	 COO	 6	 生产	 v
9	 RAD	 6	 的	 u
10	 VOB	 4	 规划	 n
11	 WP	 4	 ，	 wp
12	 ADV	 13	 重点	 d
13	 COO	 4	 抓好	 v
14	 ATT	 15	 艺术	 n
15	 ATT	 17	 精品	 n
16	 RAD	 15	 的	 u
17	 ATT	 31	 创作	 v
18	 LAD	 19	 和	 c
19	 COO	 17	 生产	 v
20	 ATT	 21	 这	 r
21	 ATT	 22	 一	 m
22	 ATT	 23	 次	 q
23	 VOB	 17	 部里	 n
24	 VOB	 17	 召开	 v
25	 ATT	 28	 全国	 n
26	 SBV	 27	 艺术	 n
27	 ATT	 28	 创作	 v
28	 VOB	 24	 会议	 n
29	 RAD	 17	 的	 u
30	 ATT	 31	 主要	 b
31	 VOB	 13	 目的	 n
32	 WP	 4	 ，	 wp
33	 ADV	 34	 就	 d
34	 HED	 -1	 是	 v
35	 VOB	 34	 指导	 v
36	 ADV	 37	 并	 c
37	 COO	 35	 协调	 v
38	 SBV	 39	 各地	 r
39	 VOB	 35	 抓好	 v
40	 ATT	 42	 重点	 n
41	 ATT	 42	 剧	 n
42	 FOB	 43	 节目	 n
43	 ATT	 45	 创作	 v
44	 RAD	 43	 的	 u
45	 VOB	 39	 规划	 n
46	 LAD	 47	 和	 c
47	 COO	 39	 落实	 v
48	 VOB	 47	 规划	 n
49	 WP	 35	 。	 wp

在做今后一年或几年的艺术创作的规划时，各地要把出精品作为艺术生产的中心任务。
0	 ADV	 20	 在	 p
1	 ATT	 13	 做	 v
2	 ATT	 4	 今后	 nt
3	 ATT	 4	 一	 m
4	 ATT	 9	 年	 q
5	 LAD	 7	 或	 c
6	 ATT	 7	 几	 m
7	 COO	 4	 年	 q
8	 RAD	 4	 的	 u
9	 SBV	 10	 艺术	 n
10	 ATT	 12	 创作	 v
11	 RAD	 10	 的	 u
12	 VOB	 1	 规划	 n
13	 POB	 0	 时	 n
14	 WP	 0	 ，	 wp
15	 SBV	 20	 各地	 r
16	 ADV	 20	 要	 v
17	 ADV	 20	 把	 p
18	 POB	 17	 出	 v
19	 VOB	 18	 精品	 n
20	 HED	 -1	 作为	 p
21	 ATT	 22	 艺术	 n
22	 ATT	 25	 生产	 v
23	 RAD	 22	 的	 u
24	 ATT	 25	 中心	 n
25	 VOB	 20	 任务	 n
26	 WP	 20	 。	 wp

要从本地文化资源和艺术发展的实际和需要出发，确定明确的精品战略，集中力量，重点投入，精心组织好艺术精品的创作演出。
0	 ADV	 14	 要	 v
1	 ADV	 14	 从	 p
2	 ATT	 4	 本地	 r
3	 ATT	 4	 文化	 n
4	 SBV	 12	 资源	 n
5	 LAD	 9	 和	 c
6	 SBV	 7	 艺术	 n
7	 ATT	 9	 发展	 v
8	 RAD	 7	 的	 u
9	 COO	 4	 实际	 n
10	 LAD	 11	 和	 c
11	 ADV	 12	 需要	 v
12	 POB	 1	 出发	 v
13	 WP	 1	 ，	 wp
14	 HED	 -1	 确定	 v
15	 ATT	 18	 明确	 a
16	 RAD	 15	 的	 u
17	 ATT	 18	 精品	 n
18	 VOB	 14	 战略	 n
19	 WP	 14	 ，	 wp
20	 COO	 14	 集中	 v
21	 VOB	 20	 力量	 n
22	 WP	 14	 ，	 wp
23	 ADV	 24	 重点	 d
24	 COO	 14	 投入	 v
25	 WP	 24	 ，	 wp
26	 ADV	 27	 精心	 a
27	 COO	 24	 组织	 v
28	 CMP	 27	 好	 a
29	 ATT	 30	 艺术	 n
30	 VOB	 27	 精品	 n
31	 RAD	 27	 的	 u
32	 VOB	 24	 创作	 v
33	 COO	 32	 演出	 v
34	 WP	 14	 。	 wp

在这里，我们明确提出，各省、自治区、直辖市文化厅局都要在普遍抓好各种门类的艺术创作的同时，在全省市区范围内重点抓好三五台剧节目，确保一到两台剧节目作为精品战略的重点，要在人员、经费方面予以保障。
0	 ADV	 5	 在	 p
1	 POB	 0	 这里	 r
2	 WP	 0	 ，	 wp
3	 SBV	 5	 我们	 r
4	 ADV	 5	 明确	 a
5	 HED	 -1	 提出	 v
6	 WP	 5	 ，	 wp
7	 ATT	 8	 各	 r
8	 ATT	 14	 省	 n
9	 WP	 10	 、	 wp
10	 COO	 8	 自治区	 n
11	 WP	 12	 、	 wp
12	 COO	 8	 直辖市	 n
13	 ATT	 14	 文化	 n
14	 ATT	 15	 厅	 n
15	 SBV	 36	 局	 n
16	 ADV	 17	 都	 d
17	 ADV	 36	 要	 v
18	 ADV	 36	 在	 p
19	 ADV	 20	 普遍	 a
20	 ATT	 27	 抓好	 v
21	 ATT	 22	 各种	 r
22	 ATT	 24	 门类	 n
23	 RAD	 22	 的	 u
24	 SBV	 25	 艺术	 n
25	 VOB	 20	 创作	 v
26	 RAD	 25	 的	 u
27	 POB	 18	 同时	 n
28	 WP	 18	 ，	 wp
29	 ADV	 36	 在	 p
30	 ATT	 32	 全省	 n
31	 COO	 30	 市	 n
32	 ATT	 33	 区	 n
33	 ATT	 34	 范围	 n
34	 POB	 29	 内	 nd
35	 ADV	 36	 重点	 d
36	 VOB	 5	 抓好	 v
37	 ATT	 38	 三五台剧	 n
38	 VOB	 36	 节目	 n
39	 WP	 36	 ，	 wp
40	 COO	 36	 确保	 v
41	 ADV	 42	 一	 d
42	 ADV	 47	 到	 v
43	 ATT	 44	 两	 m
44	 ATT	 46	 台	 q
45	 ATT	 46	 剧	 n
46	 POB	 42	 节目	 n
47	 VOB	 40	 作为	 v
48	 ATT	 49	 精品	 n
49	 ATT	 51	 战略	 n
50	 RAD	 49	 的	 u
51	 VOB	 47	 重点	 n
52	 WP	 36	 ，	 wp
53	 ADV	 60	 要	 v
54	 ADV	 60	 在	 p
55	 ATT	 58	 人员	 n
56	 WP	 57	 、	 wp
57	 COO	 55	 经费	 n
58	 POB	 54	 方面	 n
59	 ADV	 60	 予以	 v
60	 COO	 36	 保障	 v
61	 WP	 5	 。	 wp

就全国而言，力争在年内推出一批弘扬主旋律、思想性和艺术性统一与完美结合，并且为人民群众喜闻乐见的艺术精品。
0	 ADV	 4	 就	 p
1	 POB	 0	 全国	 n
2	 RAD	 0	 而言	 u
3	 WP	 0	 ，	 wp
4	 HED	 -1	 力争	 v
5	 ADV	 7	 在	 p
6	 POB	 5	 年内	 nt
7	 VOB	 4	 推出	 v
8	 ATT	 9	 一	 m
9	 ATT	 28	 批	 q
10	 ATT	 28	 弘扬	 v
11	 VOB	 10	 主旋律	 n
12	 WP	 13	 、	 wp
13	 COO	 11	 思想性	 n
14	 LAD	 15	 和	 c
15	 COO	 11	 艺术性	 n
16	 COO	 10	 统一	 a
17	 ADV	 19	 与	 p
18	 POB	 17	 完美	 a
19	 COO	 16	 结合	 v
20	 WP	 10	 ，	 wp
21	 ADV	 25	 并且	 c
22	 ADV	 25	 为	 p
23	 POB	 22	 人民	 n
24	 COO	 23	 群众	 n
25	 COO	 10	 喜闻乐见	 i
26	 RAD	 10	 的	 u
27	 ATT	 28	 艺术	 n
28	 VOB	 7	 精品	 n
29	 WP	 4	 。	 wp

在抓艺术生产规划落实时，要充分重视和发挥国家剧院团和省市自治区重点剧院团在艺术精品创作和生产中的骨干作用。
0	 ADV	 10	 在	 p
1	 ATT	 6	 抓	 v
2	 ATT	 3	 艺术	 n
3	 ATT	 4	 生产	 v
4	 VOB	 1	 规划	 n
5	 VOB	 1	 落实	 v
6	 POB	 0	 时	 n
7	 WP	 0	 ，	 wp
8	 ADV	 10	 要	 v
9	 ADV	 10	 充分	 a
10	 HED	 -1	 重视	 v
11	 LAD	 12	 和	 c
12	 COO	 10	 发挥	 v
13	 ATT	 14	 国家	 n
14	 VOB	 12	 剧院团	 n
15	 LAD	 19	 和	 c
16	 ATT	 17	 省市	 n
17	 ATT	 19	 自治区	 n
18	 ATT	 19	 重点	 n
19	 COO	 14	 剧院团	 n
20	 ATT	 29	 在	 p
21	 ATT	 22	 艺术	 n
22	 ATT	 23	 精品	 n
23	 ATT	 26	 创作	 v
24	 LAD	 25	 和	 c
25	 COO	 23	 生产	 v
26	 POB	 20	 中	 nd
27	 RAD	 20	 的	 u
28	 ATT	 29	 骨干	 n
29	 VOB	 10	 作用	 n
30	 WP	 10	 。	 wp

从今年起，文化部直属单位将参加中宣部“五个一工程”的评奖，部直属各院团同样要把出精品作为艺术生产的中心任务，并且要能够真正起到国家剧院团在创作、演出方面的示范作用。
0	 ADV	 14	 从	 p
1	 ADV	 2	 今年	 nt
2	 POB	 0	 起	 nd
3	 WP	 0	 ，	 wp
4	 ATT	 6	 文化部	 ni
5	 ATT	 6	 直属	 b
6	 SBV	 14	 单位	 n
7	 ADV	 14	 将	 d
8	 POB	 7	 参加	 v
9	 ATT	 11	 中宣部	 j
10	 WP	 11	 “	 wp
11	 VOB	 8	 五个一工程	 nz
12	 WP	 11	 ”	 wp
13	 RAD	 8	 的	 u
14	 HED	 -1	 评奖	 v
15	 WP	 14	 ，	 wp
16	 ATT	 20	 部	 n
17	 ATT	 20	 直属	 b
18	 ATT	 20	 各	 r
19	 ATT	 20	 院	 n
20	 SBV	 26	 团	 n
21	 ADV	 22	 同样	 d
22	 ADV	 26	 要	 v
23	 ADV	 26	 把	 p
24	 POB	 23	 出	 v
25	 VOB	 24	 精品	 n
26	 VOB	 14	 作为	 p
27	 ATT	 28	 艺术	 n
28	 ATT	 31	 生产	 v
29	 RAD	 28	 的	 u
30	 ATT	 31	 中心	 n
31	 VOB	 26	 任务	 n
32	 WP	 26	 ，	 wp
33	 ADV	 37	 并且	 c
34	 ADV	 37	 要	 v
35	 ADV	 37	 能够	 v
36	 ADV	 37	 真正	 d
37	 COO	 26	 起	 v
38	 CMP	 37	 到	 v
39	 ATT	 40	 国家	 n
40	 SBV	 47	 剧院团	 n
41	 ADV	 47	 在	 p
42	 ATT	 45	 创作	 v
43	 WP	 44	 、	 wp
44	 COO	 42	 演出	 v
45	 POB	 41	 方面	 n
46	 RAD	 41	 的	 u
47	 ATT	 48	 示范	 v
48	 VOB	 37	 作用	 n
49	 WP	 26	 。	 wp

这项工作还要专门开会，制定具体的实施计划。
0	 ATT	 1	 这项	 r
1	 HED	 -1	 工作	 v
2	 ADV	 4	 还要	 d
3	 ADV	 4	 专门	 d
4	 COO	 1	 开会	 v
5	 WP	 1	 ，	 wp
6	 COO	 1	 制定	 v
7	 ATT	 10	 具体	 a
8	 RAD	 7	 的	 u
9	 ATT	 10	 实施	 v
10	 VOB	 6	 计划	 n
11	 WP	 1	 。	 wp

部机关各有关司局，要为部直属院团的艺术精品生产做好指导、协调和服务工作，并且在经费投入上给予必要的保障。
0	 ATT	 1	 部	 n
1	 SBV	 3	 机关	 n
2	 ADV	 3	 各	 r
3	 HED	 -1	 有关	 v
4	 ATT	 5	 司	 n
5	 VOB	 3	 局	 n
6	 WP	 3	 ，	 wp
7	 ADV	 18	 要	 v
8	 ADV	 18	 为	 p
9	 ATT	 12	 部	 n
10	 ATT	 11	 直属	 b
11	 ATT	 12	 院	 n
12	 ATT	 15	 团	 n
13	 RAD	 12	 的	 u
14	 ATT	 15	 艺术	 n
15	 ATT	 16	 精品	 n
16	 POB	 8	 生产	 v
17	 COO	 16	 做好	 v
18	 COO	 3	 指导	 v
19	 WP	 20	 、	 wp
20	 COO	 18	 协调	 v
21	 LAD	 22	 和	 c
22	 COO	 18	 服务	 v
23	 VOB	 22	 工作	 v
24	 WP	 22	 ，	 wp
25	 ADV	 33	 并且	 c
26	 ADV	 33	 在	 p
27	 FOB	 28	 经费	 n
28	 ATT	 29	 投入	 v
29	 POB	 26	 上	 nd
30	 ADV	 31	 给予	 v
31	 ADV	 33	 必要	 a
32	 RAD	 31	 的	 u
33	 COO	 22	 保障	 v
34	 WP	 3	 。	 wp

            （二）认真进行思想引导，保证艺术精品创作的正确导向    当前在加快改革开放和建立社会主义市场经济体制的条件下，我国文艺界的创作思想非常活跃，这是好事；但同时也存在着某些思想观念的混乱，这也给创作艺术精品增添了思想和工作难度。
0	 WP	 1	 （	 wp
1	 ADV	 14	 二	 m
2	 WP	 1	 ）	 wp
3	 ADV	 4	 认真	 a
4	 ATT	 14	 进行	 v
5	 SBV	 6	 思想	 n
6	 VOB	 4	 引导	 v
7	 WP	 4	 ，	 wp
8	 COO	 4	 保证	 v
9	 ATT	 10	 艺术	 n
10	 SBV	 11	 精品	 n
11	 VOB	 8	 创作	 v
12	 RAD	 4	 的	 u
13	 ADV	 14	 正确	 a
14	 SBV	 32	 导向	 n
15	 ADV	 32	 当前	 nt
16	 ADV	 32	 在	 p
17	 ATT	 26	 加快	 v
18	 VOB	 17	 改革	 v
19	 COO	 18	 开放	 v
20	 LAD	 21	 和	 c
21	 COO	 17	 建立	 v
22	 ATT	 23	 社会主义	 n
23	 ATT	 24	 市场经济	 n
24	 VOB	 21	 体制	 n
25	 RAD	 17	 的	 u
26	 ATT	 27	 条件	 n
27	 POB	 16	 下	 nd
28	 WP	 16	 ，	 wp
29	 ATT	 30	 我国	 n
30	 ATT	 32	 文艺界	 n
31	 RAD	 30	 的	 u
32	 ATT	 33	 创作	 v
33	 SBV	 35	 思想	 n
34	 ADV	 35	 非常	 d
35	 HED	 -1	 活跃	 a
36	 WP	 35	 ，	 wp
37	 SBV	 38	 这	 r
38	 COO	 35	 是	 v
39	 VOB	 38	 好事	 n
40	 WP	 35	 ；	 wp

            （二）认真进行思想引导，保证艺术精品创作的正确导向    当前在加快改革开放和建立社会主义市场经济体制的条件下，我国文艺界的创作思想非常活跃，这是好事；但同时也存在着某些思想观念的混乱，这也给创作艺术精品增添了思想和工作难度。
0	 ADV	 3	 但	 c
1	 ADV	 3	 同时	 c
2	 ADV	 3	 也	 d
3	 HED	 -1	 存在	 v
4	 RAD	 3	 着	 u
5	 ATT	 6	 某些	 r
6	 ATT	 7	 思想	 n
7	 ATT	 9	 观念	 n
8	 RAD	 7	 的	 u
9	 VOB	 3	 混乱	 a
10	 WP	 3	 ，	 wp
11	 SBV	 17	 这	 r
12	 ADV	 17	 也	 d
13	 ADV	 17	 给	 p
14	 POB	 13	 创作	 v
15	 ATT	 16	 艺术	 n
16	 VOB	 14	 精品	 n
17	 COO	 3	 增添	 v
18	 RAD	 17	 了	 u
19	 VOB	 17	 思想	 n
20	 LAD	 22	 和	 c
21	 ATT	 22	 工作	 v
22	 COO	 19	 难度	 n
23	 WP	 3	 。	 wp

因此，我们要从“讲政治”的高度，坚持艺术创作的正确导向。
0	 ADV	 12	 因此	 c
1	 WP	 0	 ，	 wp
2	 SBV	 12	 我们	 r
3	 ADV	 12	 要	 v
4	 ADV	 12	 从	 p
5	 WP	 6	 “	 wp
6	 ATT	 10	 讲	 v
7	 VOB	 6	 政治	 n
8	 WP	 6	 ”	 wp
9	 RAD	 6	 的	 u
10	 POB	 4	 高度	 n
11	 WP	 4	 ，	 wp
12	 HED	 -1	 坚持	 v
13	 SBV	 14	 艺术	 n
14	 ATT	 17	 创作	 v
15	 RAD	 14	 的	 u
16	 ADV	 17	 正确	 a
17	 VOB	 12	 导向	 n
18	 WP	 12	 。	 wp

其中，关键的是要坚持“二为”方向和“双百”方针，坚持弘扬主旋律，提倡多样化。
0	 ADV	 4	 其中	 r
1	 WP	 0	 ，	 wp
2	 ADV	 4	 关键	 n
3	 RAD	 2	 的	 u
4	 HED	 -1	 是	 v
5	 ADV	 6	 要	 v
6	 VOB	 4	 坚持	 v
7	 WP	 8	 “	 wp
8	 ATT	 10	 二为	 j
9	 WP	 8	 ”	 wp
10	 ATT	 15	 方向	 n
11	 LAD	 13	 和	 c
12	 WP	 13	 “	 wp
13	 COO	 10	 双百	 j
14	 WP	 13	 ”	 wp
15	 VOB	 6	 方针	 n
16	 WP	 6	 ，	 wp
17	 COO	 6	 坚持	 v
18	 VOB	 17	 弘扬	 v
19	 VOB	 18	 主旋律	 n
20	 WP	 6	 ，	 wp
21	 COO	 6	 提倡	 v
22	 VOB	 21	 多样化	 v
23	 WP	 4	 。	 wp

要保证艺术精品创作的正确导向，提高其思想艺术水平，既要很好地尊重艺术家的创造性劳动，充分调动他们的积极性和创造性，防止粗暴干预；又要引导他们认真学习邓小平建设有中国特色社会主义理论，用这一科学理论武装头脑，正确地认识和把握我国社会发展的历史与现实；既要为艺术创作创造和提供良好的社会环境，充分保证艺术家的创作自由，又要坚持社会主义文艺的根本方向和基本方针，帮助艺术家明确肩负的社会责任和历史使命。
0	 ADV	 1	 要	 v
1	 HED	 -1	 保证	 v
2	 ATT	 3	 艺术	 n
3	 SBV	 4	 精品	 n
4	 ATT	 7	 创作	 v
5	 RAD	 4	 的	 u
6	 ADV	 7	 正确	 a
7	 VOB	 1	 导向	 n
8	 WP	 1	 ，	 wp
9	 COO	 1	 提高	 v
10	 ATT	 13	 其	 r
11	 ATT	 13	 思想	 n
12	 ATT	 13	 艺术	 n
13	 VOB	 9	 水平	 n
14	 WP	 9	 ，	 wp
15	 ADV	 16	 既	 c
16	 ADV	 20	 要	 v
17	 ADV	 18	 很	 d
18	 ADV	 20	 好	 a
19	 RAD	 18	 地	 u
20	 COO	 9	 尊重	 v
21	 ATT	 23	 艺术家	 n
22	 RAD	 21	 的	 u
23	 VOB	 20	 创造性	 n
24	 COO	 20	 劳动	 v
25	 WP	 9	 ，	 wp
26	 ADV	 27	 充分	 a
27	 COO	 9	 调动	 v
28	 ATT	 30	 他们	 r
29	 RAD	 28	 的	 u
30	 VOB	 27	 积极性	 n
31	 LAD	 32	 和	 c
32	 COO	 30	 创造性	 n
33	 WP	 1	 ，	 wp
34	 COO	 1	 防止	 v
35	 ADV	 36	 粗暴	 a
36	 VOB	 34	 干预	 v
37	 WP	 1	 ；	 wp

要保证艺术精品创作的正确导向，提高其思想艺术水平，既要很好地尊重艺术家的创造性劳动，充分调动他们的积极性和创造性，防止粗暴干预；又要引导他们认真学习邓小平建设有中国特色社会主义理论，用这一科学理论武装头脑，正确地认识和把握我国社会发展的历史与现实；既要为艺术创作创造和提供良好的社会环境，充分保证艺术家的创作自由，又要坚持社会主义文艺的根本方向和基本方针，帮助艺术家明确肩负的社会责任和历史使命。
0	 ADV	 2	 又	 d
1	 ADV	 2	 要	 v
2	 HED	 -1	 引导	 v
3	 SBV	 5	 他们	 r
4	 ADV	 5	 认真	 a
5	 VOB	 2	 学习	 v
6	 ATT	 12	 邓小平	 nh
7	 ATT	 12	 建设	 v
8	 ATT	 11	 有	 v
9	 ATT	 10	 中国	 ns
10	 VOB	 8	 特色	 n
11	 VOB	 7	 社会主义	 n
12	 VOB	 5	 理论	 n
13	 WP	 5	 ，	 wp
14	 ADV	 19	 用	 p
15	 ATT	 16	 这	 r
16	 ATT	 18	 一	 m
17	 ATT	 18	 科学	 n
18	 POB	 14	 理论	 n
19	 COO	 5	 武装	 v
20	 VOB	 19	 头脑	 n
21	 WP	 5	 ，	 wp
22	 ADV	 24	 正确	 a
23	 RAD	 22	 地	 u
24	 COO	 5	 认识	 v
25	 LAD	 26	 和	 c
26	 COO	 24	 把握	 v
27	 ATT	 28	 我国	 n
28	 SBV	 29	 社会	 n
29	 ATT	 31	 发展	 v
30	 RAD	 29	 的	 u
31	 VOB	 26	 历史	 n
32	 LAD	 33	 与	 c
33	 COO	 31	 现实	 n
34	 WP	 5	 ；	 wp

要保证艺术精品创作的正确导向，提高其思想艺术水平，既要很好地尊重艺术家的创造性劳动，充分调动他们的积极性和创造性，防止粗暴干预；又要引导他们认真学习邓小平建设有中国特色社会主义理论，用这一科学理论武装头脑，正确地认识和把握我国社会发展的历史与现实；既要为艺术创作创造和提供良好的社会环境，充分保证艺术家的创作自由，又要坚持社会主义文艺的根本方向和基本方针，帮助艺术家明确肩负的社会责任和历史使命。
0	 ADV	 1	 既	 c
1	 ADV	 5	 要	 v
2	 ADV	 5	 为	 p
3	 ATT	 4	 艺术	 n
4	 POB	 2	 创作	 v
5	 HED	 -1	 创造	 v
6	 LAD	 7	 和	 c
7	 COO	 5	 提供	 v
8	 ATT	 11	 良好	 a
9	 RAD	 8	 的	 u
10	 ATT	 11	 社会	 n
11	 VOB	 5	 环境	 n
12	 WP	 5	 ，	 wp
13	 ADV	 14	 充分	 a
14	 COO	 5	 保证	 v
15	 ATT	 17	 艺术家	 n
16	 RAD	 15	 的	 u
17	 VOB	 14	 创作	 v
18	 VOB	 17	 自由	 a
19	 WP	 14	 ，	 wp
20	 ADV	 21	 又	 c
21	 ADV	 22	 要	 v
22	 COO	 14	 坚持	 v
23	 ATT	 24	 社会主义	 n
24	 ATT	 27	 文艺	 n
25	 RAD	 24	 的	 u
26	 ATT	 27	 根本	 a
27	 VOB	 22	 方向	 n
28	 LAD	 30	 和	 c
29	 ATT	 30	 基本	 a
30	 COO	 27	 方针	 n
31	 WP	 14	 ，	 wp
32	 COO	 14	 帮助	 v
33	 DBL	 32	 艺术家	 n
34	 ADV	 35	 明确	 a
35	 VOB	 32	 肩负	 v
36	 RAD	 14	 的	 u
37	 ATT	 38	 社会	 n
38	 VOB	 5	 责任	 n
39	 LAD	 41	 和	 c
40	 ATT	 41	 历史	 n
41	 COO	 38	 使命	 n
42	 WP	 5	 。	 wp

这是保证艺术精品创作和生产顺利进行的一项关键工作，一定要做好。
0	 SBV	 1	 这	 r
1	 HED	 -1	 是	 v
2	 ATT	 12	 保证	 v
3	 ATT	 4	 艺术	 n
4	 ATT	 5	 精品	 n
5	 VOB	 2	 创作	 v
6	 LAD	 7	 和	 c
7	 COO	 5	 生产	 v
8	 ADV	 9	 顺利	 a
9	 COO	 5	 进行	 v
10	 RAD	 2	 的	 u
11	 ATT	 12	 一	 m
12	 VOB	 1	 项	 q
13	 ATT	 14	 关键	 a
14	 COO	 12	 工作	 v
15	 WP	 14	 ，	 wp
16	 ADV	 17	 一定	 d
17	 ADV	 18	 要	 v
18	 COO	 14	 做	 v
19	 CMP	 18	 好	 a
20	 WP	 1	 。	 wp

            （三）积极组织，采取切实措施，为艺术创作者深入生活创造条件    在艺术精品的创作和生产中，各地要把及时深刻地反映现实生活的主流，为改革开放和经济建设服务作为重点，使我们所创作的作品具有强烈的时代精神和鲜明的时代特点。
0	 WP	 1	 （	 wp
1	 ADV	 32	 三	 m
2	 WP	 1	 ）	 wp
3	 ATT	 4	 积极	 a
4	 SBV	 6	 组织	 n
5	 WP	 4	 ，	 wp
6	 COO	 1	 采取	 v
7	 ATT	 8	 切实	 a
8	 VOB	 6	 措施	 n
9	 WP	 6	 ，	 wp
10	 ADV	 15	 为	 p
11	 ATT	 12	 艺术	 n
12	 SBV	 13	 创作者	 n
13	 POB	 10	 深入	 v
14	 COO	 13	 生活	 v
15	 COO	 6	 创造	 v
16	 VOB	 15	 条件	 n
17	 ADV	 32	 在	 p
18	 ATT	 19	 艺术	 n
19	 ATT	 21	 精品	 n
20	 RAD	 19	 的	 u
21	 ATT	 24	 创作	 v
22	 LAD	 23	 和	 c
23	 COO	 21	 生产	 v
24	 POB	 17	 中	 nd
25	 WP	 17	 ，	 wp
26	 SBV	 32	 各地	 r
27	 ADV	 32	 要	 v
28	 ADV	 32	 把	 p
29	 POB	 28	 及时	 a
30	 COO	 29	 深刻	 a
31	 RAD	 29	 地	 u
32	 HED	 -1	 反映	 v
33	 ATT	 34	 现实	 a
34	 ATT	 36	 生活	 v
35	 RAD	 34	 的	 u
36	 VOB	 32	 主流	 n
37	 WP	 32	 ，	 wp
38	 ADV	 45	 为	 p
39	 POB	 38	 改革	 v
40	 COO	 39	 开放	 v
41	 LAD	 43	 和	 c
42	 FOB	 43	 经济	 n
43	 COO	 39	 建设	 v
44	 COO	 39	 服务	 v
45	 COO	 32	 作为	 v
46	 VOB	 45	 重点	 n
47	 WP	 32	 ，	 wp
48	 COO	 32	 使	 v
49	 SBV	 51	 我们	 r
50	 LAD	 51	 所	 u
51	 ATT	 53	 创作	 v
52	 RAD	 51	 的	 u
53	 DBL	 48	 作品	 n
54	 VOB	 48	 具有	 v
55	 ATT	 58	 强烈	 a
56	 RAD	 55	 的	 u
57	 ATT	 58	 时代	 n
58	 VOB	 54	 精神	 n
59	 LAD	 63	 和	 c
60	 ATT	 63	 鲜明	 a
61	 RAD	 60	 的	 u
62	 ATT	 63	 时代	 n
63	 COO	 58	 特点	 n
64	 WP	 32	 。	 wp

为此，要积极引导和认真组织艺术工作者特别是创作人员深入日新月异的社会生活。
0	 ADV	 4	 为此	 d
1	 WP	 0	 ，	 wp
2	 ADV	 4	 要	 v
3	 ADV	 4	 积极	 a
4	 HED	 -1	 引导	 v
5	 LAD	 7	 和	 c
6	 ADV	 7	 认真	 a
7	 ATT	 13	 组织	 v
8	 ATT	 9	 艺术	 n
9	 DBL	 7	 工作者	 n
10	 ADV	 11	 特别	 d
11	 ATT	 13	 是	 v
12	 ATT	 13	 创作	 v
13	 DBL	 4	 人员	 n
14	 VOB	 4	 深入	 v
15	 ATT	 17	 日新月异	 i
16	 RAD	 15	 的	 u
17	 ATT	 18	 社会	 n
